AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Fire
96949.0,"Ventura, CA",2018-11-08T14:24:00Z,2018-11-08,14.0,19.1,0.88,0.94,286.15,0.65,0.44,1
96901.0,"Mariposa, CA",2018-07-13T21:36:00Z,2018-07-13,21.0,31.89,0.37,3.74,220.93,0.0,0.06,1
90288.0,"Napa, CA",2018-06-30T14:12:00Z,2018-06-30,14.0,20.42,0.49,0.97,260.91,0.0,0.12,1
90288.0,"Yolo, CA",2018-06-30T14:12:00Z,2018-06-30,14.0,16.28,0.53,7.16,6.3,0.06,0.19,1
63311.0,"Shasta, CA",2018-09-05T12:51:00Z,2018-09-05,12.0,17.15,0.61,1.65,2.06,0.0,0.27,1
63311.0,"Trinity, CA",2018-09-05T12:51:00Z,2018-09-05,12.0,21.79,0.94,2.11,190.73,0.0,0.26,1
48920.0,"Colusa, CA",2018-07-27T13:01:00Z,2018-07-27,13.0,21.24,0.53,1.36,114.82,0.0,0.09,1
48920.0,"Lake, CA",2018-07-27T13:01:00Z,2018-07-27,13.0,23.96,0.85,1.5,188.79,0.0,0.35,1
48920.0,"Mendocino, CA",2018-07-27T13:01:00Z,2018-07-27,13.0,13.42,0.97,4.38,320.9,0.01,0.12,1
46150.0,"Shasta, CA",2018-08-09T01:55:00Z,2018-08-09,1.0,34.92,0.18,2.86,174.06,0.0,0.28,1
39387.0,"Modoc, CA",2018-08-15T18:05:00Z,2018-08-15,18.0,24.1,0.24,1.09,167.7,0.0,0.06,1
38008.0,"Siskiyou, CA",2018-07-05T12:31:00Z,2018-07-05,12.0,10.85,0.56,1.81,137.61,0.0,0.15,1
36450.0,"Tuolumne, CA",2018-08-01T17:48:00Z,2018-08-01,17.0,31.24,0.18,1.56,218.75,0.0,0.15,1
23136.0,"Orange, CA",2018-08-06T13:20:00Z,2018-08-06,13.0,20.91,0.8,1.31,148.47,0.0,0.09,1
18703.0,"Lassen, CA",2018-07-27T13:32:00Z,2018-07-27,13.0,16.55,0.46,1.29,326.66,0.0,0.11,1
15185.0,"Lake, CA",2018-06-23T17:21:00Z,2018-06-23,17.0,15.63,0.91,2.03,111.79,0.48,0.19,1
13139.0,"Riverside, CA",2018-07-25T11:41:00Z,2018-07-25,11.0,20.76,0.52,1.19,290.05,0.0,0.12,1
12300.0,"San Joaquin, CA",2018-06-29T15:11:00Z,2018-06-29,15.0,25.55,0.74,1.16,4.64,0.27,0.36,1
6974.0,"Mono, CA",2018-09-04T14:26:00Z,2018-09-04,14.0,29.96,0.41,3.27,129.61,0.0,0.07,1
4564.0,"Merced, CA",2018-06-15T10:34:00Z,2018-06-15,10.0,20.93,0.4,2.95,259.21,0.0,0.13,1
4531.0,"Ventura, CA",2018-11-08T14:03:00Z,2018-11-08,14.0,19.1,0.88,0.94,286.15,0.65,0.44,1
4500.0,"Solano, CA",2018-10-07T13:00:00Z,2018-10-07,13.0,15.39,0.85,0.57,96.35,0.0,0.07,1
4064.0,"Madera, CA",2018-06-11T12:00:00Z,2018-06-11,12.0,16.18,0.47,2.44,306.39,0.0,0.14,1
3889.0,"Tehama, CA",2018-10-07T12:51:00Z,2018-10-07,12.0,14.48,0.52,4.63,336.9,0.0,0.23,1
3716.0,"Tehama, CA",2018-06-23T11:38:00Z,2018-06-23,11.0,24.97,0.25,5.14,339.03,0.0,0.11,1
3674.0,"Humboldt, CA",2018-08-16T09:18:00Z,2018-08-16,9.0,11.5,0.96,2.69,11.09,0.0,0.18,1
3380.0,"Los Angeles, CA",2018-09-22T14:30:00Z,2018-09-22,14.0,18.89,0.74,0.39,52.54,0.0,0.05,1
2995.0,"Kings, CA",2018-08-06T17:29:00Z,2018-08-06,17.0,24.85,0.14,1.53,243.68,0.0,0.18,1
2956.0,"Tehama, CA",2018-06-09T14:10:00Z,2018-06-09,14.0,19.64,0.52,0.61,17.0,0.02,0.11,1
2950.0,"Kern, CA",2018-08-03T14:48:00Z,2018-08-03,14.0,21.44,0.72,0.27,66.01,0.0,0.08,1
2883.0,"Inyo, CA",2018-07-08T13:36:00Z,2018-07-08,13.0,30.23,0.21,0.52,270.48,0.0,0.0,1
2490.0,"Napa, CA",2018-09-08T14:29:00Z,2018-09-08,14.0,13.8,0.71,1.64,233.73,0.0,0.14,1
2290.0,"Glenn, CA",2018-06-09T15:32:00Z,2018-06-09,15.0,23.39,0.14,1.61,174.84,0.0,0.0,1
2225.0,"Monterey, CA",2018-08-06T12:59:00Z,2018-08-06,12.0,12.01,0.88,1.92,337.54,0.0,0.05,1
2162.0,"Solano, CA",2018-08-10T16:57:00Z,2018-08-10,16.0,28.14,0.35,2.23,141.18,0.0,0.05,1
2100.0,"Modoc, CA",2018-07-13T22:03:00Z,2018-07-13,22.0,32.32,0.2,2.84,259.5,0.0,0.06,1
2070.0,"Inyo, CA",2018-02-18T14:12:00Z,2018-02-18,14.0,6.51,0.26,0.94,267.96,0.0,0.0,1
1900.0,"Shasta, CA",2018-08-09T14:34:00Z,2018-08-09,14.0,18.29,0.69,1.73,346.87,0.0,0.29,1
1756.0,"Merced, CA",2018-05-02T16:00:00Z,2018-05-02,16.0,16.57,0.48,1.79,335.91,0.0,0.14,1
1751.0,"Trinity, CA",2018-09-04T15:20:00Z,2018-09-04,15.0,29.36,0.59,2.62,170.07,0.0,0.27,1
1678.0,"Shasta, CA",2018-06-24T12:29:00Z,2018-06-24,12.0,20.93,0.37,3.67,352.05,0.0,0.23,1
1500.0,"Solano, CA",2018-11-08T13:28:00Z,2018-11-08,13.0,13.6,0.75,0.7,141.68,0.0,0.05,1
1500.0,"San Luis Obispo, CA",2018-06-20T18:22:00Z,2018-06-20,18.0,24.49,0.46,2.39,299.04,0.0,0.13,1
1352.0,"Los Angeles, CA",2018-06-04T12:40:00Z,2018-06-04,12.0,16.15,0.86,1.16,145.49,0.0,0.07,1
1350.0,"San Bernardino, CA",2018-07-06T13:29:00Z,2018-07-06,13.0,22.08,0.16,2.15,40.03,0.0,0.06,1
1314.0,"San Benito, CA",2018-06-04T17:01:00Z,2018-06-04,17.0,20.66,0.68,1.87,246.96,1.18,0.28,1
1265.0,"Inyo, CA",2018-04-19T10:28:00Z,2018-04-19,10.0,11.01,0.36,1.59,152.05,0.0,0.01,1
1261.0,"Riverside, CA",2018-05-17T14:19:00Z,2018-05-17,14.0,14.9,0.49,3.14,57.93,0.0,0.2,1
1120.0,"Placer, CA",2018-09-03T16:38:00Z,2018-09-03,16.0,23.74,0.22,0.73,1.49,0.0,0.22,1
1014.0,"Santa Barbara, CA",2018-08-19T13:37:00Z,2018-08-19,13.0,19.87,0.71,0.55,293.87,0.0,0.06,1
993.0,"Kern, CA",2018-07-27T16:12:00Z,2018-07-27,16.0,25.01,0.57,1.38,237.18,0.0,0.08,1
972.0,"Mendocino, CA",2018-07-31T15:28:00Z,2018-07-31,15.0,14.26,0.92,4.46,321.17,0.0,0.12,1
962.0,"Butte, CA",2018-07-12T22:45:00Z,2018-07-12,22.0,37.17,0.19,1.36,215.07,0.0,0.16,1
856.0,"Tehama, CA",2018-07-09T18:30:00Z,2018-07-09,18.0,30.29,0.19,0.82,135.51,0.0,0.11,1
825.0,"Amador, CA",2018-07-06T14:42:00Z,2018-07-06,14.0,20.93,0.35,3.31,70.03,0.0,0.19,1
822.0,"Yolo, CA",2018-07-18T14:24:00Z,2018-07-18,14.0,28.86,0.41,4.43,43.47,0.0,0.19,1
700.0,"Placer, CA",2018-08-01T13:11:00Z,2018-08-01,13.0,17.9,0.54,0.81,77.41,0.0,0.24,1
668.0,"Tulare, CA",2018-08-15T17:14:00Z,2018-08-15,17.0,28.74,0.33,1.29,292.31,0.0,0.11,1
650.0,"Monterey, CA",2018-08-11T14:12:00Z,2018-08-11,14.0,13.79,0.82,0.54,7.24,0.0,0.05,1
646.0,"Lassen, CA",2018-06-14T17:45:00Z,2018-06-14,17.0,20.89,0.32,0.74,4.49,0.0,0.1,1
640.0,"Alameda, CA",2018-07-08T17:38:00Z,2018-07-08,17.0,19.68,0.47,3.56,256.21,0.0,0.08,1
573.0,"Tuolumne, CA",2018-09-08T13:34:00Z,2018-09-08,13.0,14.71,0.43,1.61,61.68,0.0,0.12,1
550.0,"Butte, CA",2018-10-30T14:46:00Z,2018-10-30,14.0,8.57,0.42,3.27,17.59,0.0,0.16,1
513.0,"San Benito, CA",2018-06-04T17:30:00Z,2018-06-04,17.0,20.66,0.68,1.87,246.96,1.18,0.28,1
504.0,"San Diego, CA",2018-07-06T23:39:00Z,2018-07-06,23.0,29.87,0.46,4.54,285.15,0.0,0.04,1
484.0,"Alameda, CA",2018-05-30T13:21:00Z,2018-05-30,13.0,11.53,0.83,4.33,233.39,0.0,0.08,1
441.0,"Lassen, CA",2018-06-27T15:09:00Z,2018-06-27,15.0,19.29,0.27,0.51,243.24,0.0,0.09,1
400.0,"Monterey, CA",2018-09-13T15:37:00Z,2018-09-13,15.0,12.91,0.87,0.89,315.5,0.0,0.06,1
375.0,"Monterey, CA",2018-06-26T07:11:00Z,2018-06-26,7.0,12.46,0.93,1.44,302.46,0.0,0.05,1
367.0,"Kern, CA",2018-08-18T15:17:00Z,2018-08-18,15.0,22.66,0.75,1.31,186.88,0.0,0.08,1
365.0,"San Diego, CA",2018-07-27T13:28:00Z,2018-07-27,13.0,20.19,0.88,2.51,291.77,0.0,0.06,1
360.0,"Madera, CA",2018-09-22T15:44:00Z,2018-09-22,15.0,18.18,0.35,1.93,324.44,0.0,0.1,1
347.0,"Butte, CA",2018-06-26T12:56:00Z,2018-06-26,12.0,18.6,0.58,1.11,43.66,0.0,0.16,1
338.0,"Inyo, CA",2018-07-31T15:07:00Z,2018-07-31,15.0,32.51,0.21,0.22,235.42,0.0,0.01,1
328.0,"Shasta, CA",2018-06-23T12:54:00Z,2018-06-23,12.0,20.03,0.37,3.53,358.54,0.0,0.23,1
320.0,"Santa Clara, CA",2018-07-22T13:06:00Z,2018-07-22,13.0,31.91,0.31,1.16,218.62,0.0,0.13,1
316.0,"El Dorado, CA",2018-07-04T17:09:00Z,2018-07-04,17.0,26.37,0.7,3.3,132.28,0.0,0.06,1
300.0,"Trinity, CA",2018-06-28T18:01:00Z,2018-06-28,18.0,31.33,0.7,1.77,202.78,0.11,0.39,1
300.0,"Madera, CA",2018-06-04T17:44:00Z,2018-06-04,17.0,30.25,0.23,4.22,307.83,0.0,0.13,1
300.0,"San Diego, CA",2018-05-04T11:44:00Z,2018-05-04,11.0,13.29,0.89,2.4,331.47,0.0,0.08,1
293.0,"Kern, CA",2018-05-16T16:30:00Z,2018-05-16,16.0,16.69,0.5,1.32,148.33,0.0,0.08,1
290.0,"Calaveras, CA",2018-08-06T16:26:00Z,2018-08-06,16.0,29.65,0.73,4.48,47.4,0.05,0.15,1
289.0,"Madera, CA",2018-08-23T15:40:00Z,2018-08-23,15.0,20.94,0.55,3.1,303.83,0.0,0.12,1
282.0,"Riverside, CA",2018-07-19T17:22:00Z,2018-07-19,17.0,22.3,0.52,4.31,273.17,0.0,0.1,1
278.0,"San Benito, CA",2018-07-11T16:40:00Z,2018-07-11,16.0,21.09,0.56,0.73,236.77,0.02,0.18,1
268.0,"Contra Costa, CA",2018-06-29T16:06:00Z,2018-06-29,16.0,19.33,0.55,2.65,235.02,0.0,0.13,1
268.0,"Tehama, CA",2018-06-23T12:52:00Z,2018-06-23,12.0,24.53,0.26,5.09,337.62,0.0,0.11,1
265.0,"San Diego, CA",2018-06-06T09:46:00Z,2018-06-06,9.0,15.76,0.89,1.17,288.29,0.0,0.05,1
261.0,"Tehama, CA",2018-09-28T13:08:00Z,2018-09-28,13.0,16.11,0.28,0.25,323.46,0.0,0.08,1
260.0,"San Luis Obispo, CA",2018-06-26T11:16:00Z,2018-06-26,11.0,15.06,0.88,1.0,231.92,0.0,0.14,1
258.0,"Santa Barbara, CA",2018-03-27T14:45:00Z,2018-03-27,14.0,8.53,0.62,3.08,4.23,0.0,0.18,1
250.0,"San Diego, CA",2018-08-09T13:09:00Z,2018-08-09,13.0,24.1,0.77,1.71,350.36,0.0,0.04,1
247.0,"Contra Costa, CA",2018-07-25T14:41:00Z,2018-07-25,14.0,15.1,0.8,3.11,236.6,0.0,0.14,1
224.0,"Siskiyou, CA",2018-07-15T09:58:00Z,2018-07-15,9.0,23.06,0.41,0.19,114.28,0.0,0.16,1
215.0,"Siskiyou, CA",2018-07-01T18:13:00Z,2018-07-01,18.0,23.18,0.34,2.13,351.01,0.0,0.15,1
215.0,"San Benito, CA",2018-06-12T15:06:00Z,2018-06-12,15.0,20.59,0.58,0.97,259.38,0.03,0.22,1
207.0,"San Diego, CA",2018-07-28T15:14:00Z,2018-07-28,15.0,21.43,0.77,2.58,176.73,0.0,0.06,1
205.0,"Riverside, CA",2018-07-26T10:12:00Z,2018-07-26,10.0,22.52,0.53,0.9,101.8,0.0,0.11,1
200.0,"Kern, CA",2018-09-12T11:25:00Z,2018-09-12,11.0,18.05,0.84,0.69,178.38,0.0,0.08,1
200.0,"Merced, CA",2018-06-07T18:04:00Z,2018-06-07,18.0,23.54,0.38,3.1,281.98,0.0,0.13,1
191.0,"Butte, CA",2018-07-04T13:30:00Z,2018-07-04,13.0,18.14,0.56,2.08,121.31,0.0,0.16,1
186.0,"Ventura, CA",2018-11-12T10:06:00Z,2018-11-12,10.0,17.08,0.89,0.46,128.76,0.17,0.45,1
185.0,"Merced, CA",2018-06-17T15:09:00Z,2018-06-17,15.0,17.55,0.49,2.61,280.25,0.0,0.13,1
175.0,"Los Angeles, CA",2018-06-09T14:45:00Z,2018-06-09,14.0,18.09,0.71,0.84,140.48,0.0,0.07,1
175.0,"Orange, CA",2018-06-02T13:07:00Z,2018-06-02,13.0,15.5,0.89,1.2,153.72,0.0,0.09,1
172.0,"Santa Barbara, CA",2018-09-01T14:22:00Z,2018-09-01,14.0,18.74,0.51,1.8,3.04,0.0,0.06,1
170.0,"Tehama, CA",2018-06-23T13:15:00Z,2018-06-23,13.0,24.32,0.26,5.01,336.59,0.0,0.11,1
167.0,"Monterey, CA",2018-10-13T14:43:00Z,2018-10-13,14.0,15.72,0.71,0.28,206.64,0.0,0.07,1
167.0,"Lassen, CA",2018-07-24T16:02:00Z,2018-07-24,16.0,24.42,0.37,0.87,334.87,0.0,0.16,1
166.0,"Los Angeles, CA",2018-09-09T12:10:00Z,2018-09-09,12.0,18.38,0.7,0.79,110.23,0.0,0.06,1
163.0,"Tuolumne, CA",2018-06-24T13:54:00Z,2018-06-24,13.0,17.75,0.38,3.38,64.04,0.0,0.16,1
160.0,"Solano, CA",2018-10-12T11:21:00Z,2018-10-12,11.0,13.36,0.71,1.37,21.52,0.0,0.04,1
155.0,"Shasta, CA",2018-08-19T07:32:00Z,2018-08-19,7.0,25.98,0.28,0.88,16.03,0.0,0.27,1
155.0,"Orange, CA",2018-06-11T17:04:00Z,2018-06-11,17.0,22.59,0.52,2.27,209.49,0.0,0.09,1
154.0,"Riverside, CA",2018-06-12T14:22:00Z,2018-06-12,14.0,17.79,0.67,3.7,42.31,0.01,0.18,1
152.0,"Marin, CA",2018-09-10T19:00:00Z,2018-09-10,19.0,24.98,0.64,5.82,1.19,0.0,0.02,1
150.0,"Ventura, CA",2018-11-15T01:39:00Z,2018-11-15,1.0,19.04,0.91,0.83,241.96,0.31,0.45,1
150.0,"Monterey, CA",2018-10-02T12:32:00Z,2018-10-02,12.0,15.85,0.81,1.52,163.62,0.0,0.06,1
150.0,"El Dorado, CA",2018-09-04T15:03:00Z,2018-09-04,15.0,27.33,0.59,3.13,169.56,0.0,0.05,1
147.0,"San Bernardino, CA",2018-11-13T08:19:00Z,2018-11-13,8.0,8.58,0.15,2.75,46.77,0.0,0.04,1
136.0,"Calaveras, CA",2018-08-05T04:19:00Z,2018-08-05,4.0,27.88,0.82,4.71,96.28,0.03,0.16,1
135.0,"Napa, CA",2018-07-28T16:30:00Z,2018-07-28,16.0,17.32,0.62,1.99,212.09,0.0,0.15,1
128.0,"Los Angeles, CA",2018-07-23T12:55:00Z,2018-07-23,12.0,22.24,0.72,0.73,117.22,0.0,0.05,1
127.0,"Glenn, CA",2018-06-01T15:20:00Z,2018-06-01,15.0,21.65,0.17,2.29,187.96,0.0,0.0,1
127.0,"Siskiyou, CA",2018-05-09T18:11:00Z,2018-05-09,18.0,16.01,0.52,1.22,277.24,0.01,0.23,1
125.0,"San Bernardino, CA",2018-08-31T17:58:00Z,2018-08-31,17.0,25.72,0.26,1.65,218.5,0.0,0.06,1
120.0,"Tulare, CA",2018-10-24T12:18:00Z,2018-10-24,12.0,12.08,0.67,2.11,298.45,0.0,0.12,1
117.0,"Plumas, CA",2018-08-07T02:11:00Z,2018-08-07,2.0,18.15,0.81,2.2,192.21,0.0,0.25,1
116.0,"San Benito, CA",2018-07-12T12:57:00Z,2018-07-12,12.0,14.3,0.75,0.97,72.39,0.05,0.18,1
116.0,"Santa Clara, CA",2018-07-06T10:40:00Z,2018-07-06,10.0,26.6,0.42,0.35,38.88,0.0,0.15,1
115.0,"Mariposa, CA",2018-06-18T12:30:00Z,2018-06-18,12.0,14.34,0.86,0.41,235.89,0.0,0.07,1
114.0,"Kern, CA",2018-08-16T16:06:00Z,2018-08-16,16.0,23.65,0.65,0.83,179.13,0.0,0.08,1
113.0,"Santa Barbara, CA",2018-07-06T20:40:00Z,2018-07-06,20.0,32.71,0.25,4.18,288.69,0.0,0.06,1
110.0,"Santa Barbara, CA",2018-07-20T14:23:00Z,2018-07-20,14.0,18.85,0.87,1.07,209.35,0.0,0.07,1
108.0,"Fresno, CA",2018-05-26T14:52:00Z,2018-05-26,14.0,14.66,0.72,3.95,307.95,0.0,0.17,1
106.0,"Mendocino, CA",2018-08-01T15:53:00Z,2018-08-01,15.0,14.25,0.9,4.21,329.7,0.0,0.12,1
103.0,"Lake, CA",2018-08-26T18:04:00Z,2018-08-26,18.0,26.7,0.61,3.22,229.93,0.0,0.3,1
103.0,"Tehama, CA",2018-05-18T16:37:00Z,2018-05-18,16.0,22.3,0.44,1.18,332.04,0.0,0.12,1
100.0,"San Diego, CA",2018-08-13T14:58:00Z,2018-08-13,14.0,21.85,0.84,0.98,270.56,0.0,0.05,1
100.0,"Tulare, CA",2018-07-27T12:14:00Z,2018-07-27,12.0,25.69,0.4,1.19,254.17,0.0,0.12,1
100.0,"San Bernardino, CA",2018-07-06T09:36:00Z,2018-07-06,9.0,22.98,0.2,1.59,39.69,0.0,0.06,1
100.0,"San Luis Obispo, CA",2018-05-24T10:43:00Z,2018-05-24,10.0,12.07,0.89,1.53,200.52,0.0,0.13,1
96.0,"Monterey, CA",2018-06-09T15:31:00Z,2018-06-09,15.0,12.68,0.93,2.28,324.29,0.08,0.05,1
95.0,"Kern, CA",2018-06-29T17:53:00Z,2018-06-29,17.0,19.12,0.65,2.13,158.3,0.0,0.08,1
90.0,"Mendocino, CA",2018-07-05T15:12:00Z,2018-07-05,15.0,14.43,0.83,0.56,213.69,0.0,0.1,1
89.0,"Lassen, CA",2018-07-15T18:54:00Z,2018-07-15,18.0,27.86,0.28,0.67,333.77,0.0,0.09,1
88.0,"Lassen, CA",2018-11-08T11:25:00Z,2018-11-08,11.0,-1.58,0.53,2.97,82.88,0.0,0.07,1
88.0,"Madera, CA",2018-08-27T23:19:00Z,2018-08-27,23.0,33.2,0.24,2.04,299.86,0.0,0.12,1
88.0,"Merced, CA",2018-05-20T13:07:00Z,2018-05-20,13.0,14.42,0.66,3.03,287.55,0.0,0.14,1
80.0,"San Luis Obispo, CA",2018-09-29T09:30:00Z,2018-09-29,9.0,14.45,0.94,1.09,256.8,0.0,0.13,1
80.0,"Lake, CA",2018-07-09T16:46:00Z,2018-07-09,16.0,28.2,0.42,1.66,245.59,0.0,0.21,1
80.0,"Calaveras, CA",2018-06-24T15:28:00Z,2018-06-24,15.0,28.98,0.75,2.91,153.0,0.05,0.17,1
77.0,"Santa Barbara, CA",2018-07-18T11:55:00Z,2018-07-18,11.0,18.37,0.84,2.16,267.47,0.0,0.08,1
76.0,"Shasta, CA",2018-09-28T14:44:00Z,2018-09-28,14.0,13.15,0.44,1.69,355.63,0.0,0.24,1
76.0,"Fresno, CA",2018-06-27T12:39:00Z,2018-06-27,12.0,22.32,0.32,2.39,291.71,0.0,0.13,1
75.0,"Colusa, CA",2018-07-04T13:14:00Z,2018-07-04,13.0,17.33,0.58,3.2,138.73,0.0,0.11,1
75.0,"Glenn, CA",2018-05-28T17:33:00Z,2018-05-28,17.0,22.82,0.21,1.8,247.78,0.0,0.0,1
73.0,"Riverside, CA",2018-04-28T14:26:00Z,2018-04-28,14.0,9.76,0.67,3.14,40.8,0.13,0.28,1
70.0,"Santa Clara, CA",2018-07-10T15:08:00Z,2018-07-10,15.0,33.86,0.31,2.96,241.78,0.0,0.13,1
70.0,"Santa Clara, CA",2018-06-29T20:59:00Z,2018-06-29,20.0,27.08,0.38,2.55,249.97,0.0,0.16,1
70.0,"Tehama, CA",2018-06-13T21:06:00Z,2018-06-13,21.0,35.9,0.15,0.89,141.72,0.0,0.11,1
70.0,"Riverside, CA",2018-05-04T14:48:00Z,2018-05-04,14.0,13.84,0.76,2.19,255.18,0.0,0.27,1
68.0,"Merced, CA",2018-06-24T16:11:00Z,2018-06-24,16.0,28.53,0.29,2.24,278.82,0.0,0.13,1
67.0,"El Dorado, CA",2018-08-01T13:57:00Z,2018-08-01,13.0,32.05,0.52,4.04,173.57,0.0,0.04,1
67.0,"Mendocino, CA",2018-07-21T16:22:00Z,2018-07-21,16.0,17.42,0.71,1.92,224.4,0.0,0.12,1
66.0,"El Dorado, CA",2018-08-01T14:40:00Z,2018-08-01,14.0,31.93,0.55,4.73,174.28,0.0,0.04,1
64.0,"San Benito, CA",2018-06-04T23:17:00Z,2018-06-04,23.0,17.84,0.86,0.8,252.75,0.54,0.28,1
63.0,"Santa Clara, CA",2018-10-07T12:57:00Z,2018-10-07,12.0,21.32,0.33,1.91,346.58,0.0,0.12,1
63.0,"Shasta, CA",2018-07-20T13:26:00Z,2018-07-20,13.0,21.48,0.46,1.96,0.1,0.0,0.25,1
63.0,"Riverside, CA",2018-07-04T14:20:00Z,2018-07-04,14.0,21.47,0.62,2.07,138.71,0.1,0.1,1
63.0,"Siskiyou, CA",2018-06-27T19:46:00Z,2018-06-27,19.0,25.24,0.32,1.63,284.18,0.0,0.16,1
63.0,"Stanislaus, CA",2018-05-29T12:58:00Z,2018-05-29,12.0,19.84,0.61,0.14,198.51,0.0,0.19,1
62.0,"Kern, CA",2018-07-08T13:38:00Z,2018-07-08,13.0,25.76,0.49,1.13,51.33,0.0,0.07,1
62.0,"Los Angeles, CA",2018-06-23T19:39:00Z,2018-06-23,19.0,22.88,0.56,3.83,178.33,0.0,0.07,1
62.0,"San Joaquin, CA",2018-06-11T12:16:00Z,2018-06-11,12.0,25.85,0.81,0.88,136.48,0.04,0.33,1
60.0,"Tehama, CA",2018-11-05T10:17:00Z,2018-11-05,10.0,13.29,0.56,3.59,346.05,0.0,0.11,1
60.0,"Lake, CA",2018-08-30T15:44:00Z,2018-08-30,15.0,28.05,0.64,3.75,341.12,0.04,0.25,1
60.0,"Madera, CA",2018-06-15T11:46:00Z,2018-06-15,11.0,21.0,0.34,3.17,297.31,0.0,0.12,1
60.0,"San Luis Obispo, CA",2018-06-14T17:23:00Z,2018-06-14,17.0,17.1,0.62,2.09,246.02,0.0,0.13,1
60.0,"San Luis Obispo, CA",2018-06-13T12:38:00Z,2018-06-13,12.0,14.97,0.81,1.03,132.6,0.0,0.14,1
60.0,"Santa Barbara, CA",2018-05-17T12:53:00Z,2018-05-17,12.0,11.57,0.76,2.78,318.01,0.0,0.07,1
59.0,"San Diego, CA",2018-05-22T14:13:00Z,2018-05-22,14.0,14.93,0.71,2.26,203.59,0.03,0.05,1
58.0,"San Luis Obispo, CA",2018-10-19T14:10:00Z,2018-10-19,14.0,12.57,0.43,2.49,43.77,0.0,0.13,1
56.0,"Lassen, CA",2018-07-15T11:55:00Z,2018-07-15,11.0,17.99,0.52,1.66,277.21,0.0,0.09,1
56.0,"Contra Costa, CA",2018-07-08T16:45:00Z,2018-07-08,16.0,20.19,0.43,3.9,236.69,0.0,0.12,1
56.0,"Madera, CA",2018-05-23T14:30:00Z,2018-05-23,14.0,17.22,0.67,2.79,312.51,0.0,0.13,1
53.0,"San Bernardino, CA",2018-09-26T10:56:00Z,2018-09-26,10.0,17.54,0.58,1.34,78.54,0.0,0.05,1
53.0,"Lassen, CA",2018-09-22T14:41:00Z,2018-09-22,14.0,9.28,0.5,0.72,214.36,0.0,0.08,1
53.0,"Mariposa, CA",2018-06-15T13:37:00Z,2018-06-15,13.0,17.4,0.67,0.57,140.88,0.0,0.07,1
52.0,"Modoc, CA",2018-07-14T20:46:00Z,2018-07-14,20.0,29.93,0.24,1.15,326.21,0.01,0.06,1
51.0,"San Luis Obispo, CA",2018-09-16T08:34:00Z,2018-09-16,8.0,16.37,0.7,1.91,343.77,0.0,0.12,1
51.0,"Shasta, CA",2018-07-24T15:24:00Z,2018-07-24,15.0,26.94,0.46,0.82,1.09,0.0,0.26,1
51.0,"Santa Clara, CA",2018-07-10T16:45:00Z,2018-07-10,16.0,34.25,0.31,3.21,245.57,0.0,0.13,1
50.0,"Lake, CA",2018-07-21T14:40:00Z,2018-07-21,14.0,21.29,0.6,3.36,109.51,0.0,0.21,1
50.0,"Tehama, CA",2018-07-15T17:15:00Z,2018-07-15,17.0,29.92,0.37,0.5,249.97,0.0,0.11,1
50.0,"Monterey, CA",2018-02-07T15:53:00Z,2018-02-07,15.0,13.04,0.59,3.0,123.42,0.0,0.07,1
48.0,"Alameda, CA",2018-08-26T14:23:00Z,2018-08-26,14.0,12.94,0.91,2.67,220.39,0.0,0.09,1
45.0,"Contra Costa, CA",2018-07-02T14:25:00Z,2018-07-02,14.0,14.24,0.88,3.21,250.39,0.0,0.14,1
43.0,"Butte, CA",2018-07-19T12:00:00Z,2018-07-19,12.0,23.09,0.48,1.69,50.96,0.0,0.18,1
40.0,"Riverside, CA",2018-07-23T14:55:00Z,2018-07-23,14.0,21.99,0.74,4.14,265.16,0.02,0.13,1
40.0,"Mariposa, CA",2018-07-19T13:07:00Z,2018-07-19,13.0,21.27,0.78,0.55,147.73,0.0,0.06,1
40.0,"Contra Costa, CA",2018-06-19T15:19:00Z,2018-06-19,15.0,14.44,0.69,3.73,239.81,0.0,0.13,1
40.0,"Butte, CA",2018-06-16T11:47:00Z,2018-06-16,11.0,16.5,0.56,1.46,9.41,0.0,0.16,1
39.0,"San Benito, CA",2018-07-25T14:11:00Z,2018-07-25,14.0,19.78,0.47,0.15,110.87,0.0,0.21,1
38.0,"Shasta, CA",2018-10-14T11:33:00Z,2018-10-14,11.0,12.38,0.29,4.65,7.66,0.0,0.33,1
38.0,"San Diego, CA",2018-06-03T16:16:00Z,2018-06-03,16.0,18.3,0.75,2.61,295.69,0.0,0.05,1
37.0,"San Luis Obispo, CA",2018-07-21T15:01:00Z,2018-07-21,15.0,18.47,0.74,0.82,231.19,0.0,0.13,1
37.0,"Siskiyou, CA",2018-06-03T16:14:00Z,2018-06-03,16.0,20.63,0.39,0.34,173.84,0.0,0.23,1
36.0,"Lake, CA",2018-09-02T14:02:00Z,2018-09-02,14.0,21.38,0.83,1.97,187.54,0.0,0.3,1
36.0,"Riverside, CA",2018-08-27T10:49:00Z,2018-08-27,10.0,16.05,0.77,6.6,276.11,0.01,0.26,1
35.0,"Mendocino, CA",2018-11-08T11:58:00Z,2018-11-08,11.0,10.84,0.75,4.74,1.22,0.0,0.09,1
35.0,"Riverside, CA",2018-08-06T14:19:00Z,2018-08-06,14.0,21.1,0.7,3.38,264.01,0.0,0.16,1
