AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Fire
,"Yolo, CA",,2015-02-15,,-0.81,0.66,7.17,54.68,0.0,0.31,0
,"Yolo, CA",,2015-03-15,,6.49,0.6,3.07,107.25,0.0,0.3,0
,"Yolo, CA",,2015-04-15,,4.94,0.87,7.48,312.35,0.05,0.34,0
,"Yolo, CA",,2015-05-15,,8.82,0.69,2.22,318.51,0.12,0.32,0
,"Yolo, CA",,2015-06-15,,16.45,0.55,5.52,272.1,0.0,0.16,0
,"Yolo, CA",,2015-07-15,,18.32,0.64,2.54,320.97,0.05,0.26,0
,"Yolo, CA",,2015-08-15,,21.58,0.48,2.21,72.93,0.0,0.18,0
,"Yolo, CA",,2015-09-15,,14.15,0.79,7.0,147.07,2.14,0.27,0
,"Yolo, CA",,2015-10-15,,7.25,0.65,2.09,132.07,0.0,0.24,0
,"Yolo, CA",,2015-11-15,,5.6,0.9,4.29,240.23,0.01,0.32,0
,"Yolo, CA",,2015-12-15,,-0.52,0.9,3.18,238.48,0.0,0.32,0
,"Yolo, CA",,2016-01-15,,-10.67,0.9,2.44,216.27,0.0,0.3,0
,"Yolo, CA",,2016-02-15,,1.91,0.95,0.91,323.95,0.0,0.34,0
,"Yolo, CA",,2016-03-15,,2.07,0.76,2.88,92.33,0.0,0.32,0
,"Yolo, CA",,2016-04-15,,5.74,0.56,3.39,314.25,0.0,0.33,0
,"Yolo, CA",,2016-05-15,,15.18,0.83,3.55,164.54,0.67,0.34,0
,"Yolo, CA",,2016-09-15,,16.18,0.71,1.1,243.24,0.0,0.25,0
,"Yolo, CA",,2016-10-15,,2.78,0.78,6.05,129.36,0.0,0.3,0
,"Yolo, CA",,2016-11-15,,1.58,0.97,4.12,181.65,0.26,0.35,0
,"Yolo, CA",,2016-12-15,,-2.04,0.91,0.64,193.59,0.01,0.33,0
,"Yolo, CA",,2017-01-15,,-0.99,0.96,2.49,255.19,0.01,0.31,0
,"Yolo, CA",,2017-02-15,,-0.65,0.97,0.93,148.08,0.0,0.32,0
,"Yolo, CA",,2017-03-15,,5.66,0.81,6.73,249.01,0.12,0.35,0
,"Yolo, CA",,2017-04-15,,1.51,0.78,2.24,355.13,0.13,0.31,0
,"Yolo, CA",,2017-05-15,,15.16,0.69,3.31,243.17,0.13,0.25,0
,"Yolo, CA",,2017-06-15,,17.02,0.64,2.37,302.82,0.0,0.29,0
,"Yolo, CA",,2017-08-15,,19.38,0.52,1.4,134.07,0.0,0.26,0
,"Yolo, CA",,2017-09-15,,12.45,0.91,6.59,243.7,0.63,0.35,0
,"Yolo, CA",,2017-10-15,,12.42,0.86,6.18,308.81,0.09,0.35,0
,"Yolo, CA",,2017-11-15,,5.3,0.93,4.1,249.43,0.0,0.35,0
,"Yolo, CA",,2017-12-15,,1.89,0.88,6.45,190.09,0.0,0.34,0
,"Yolo, CA",,2018-01-15,,-7.78,0.78,5.9,171.96,0.0,0.32,0
,"Yolo, CA",,2018-02-15,,-6.08,0.79,3.37,142.23,0.0,0.31,0
,"Yolo, CA",,2018-03-15,,-2.93,0.62,5.18,9.9,0.0,0.33,0
,"Yolo, CA",,2018-04-15,,14.03,0.68,1.66,248.97,0.0,0.26,0
,"Yolo, CA",,2018-05-15,,20.75,0.54,0.43,221.9,0.0,0.14,0
,"Yolo, CA",,2018-08-15,,19.92,0.85,3.6,237.14,0.42,0.3,0
,"Yolo, CA",,2018-09-15,,16.77,0.6,4.48,185.3,0.0,0.21,0
,"Yolo, CA",,2018-10-15,,13.29,0.62,4.89,176.66,0.0,0.26,0
,"Yolo, CA",,2018-11-15,,7.31,0.97,1.15,238.24,0.01,0.33,0
,"Yolo, CA",,2018-12-15,,-1.17,0.85,2.41,74.37,0.01,0.31,0
,"Yolo, CA",,2019-01-15,,-4.15,0.89,3.14,224.47,0.0,0.31,0
,"Yolo, CA",,2019-02-15,,3.31,0.95,4.01,269.14,0.01,0.37,0
,"Yolo, CA",,2019-03-15,,3.5,0.89,6.0,170.47,0.0,0.34,0
,"Yolo, CA",,2019-04-15,,7.0,0.43,4.34,36.63,0.0,0.25,0
,"Yolo, CA",,2019-05-15,,13.2,0.52,4.66,41.56,0.0,0.25,0
,"Yolo, CA",,2019-07-15,,18.61,0.53,1.21,1.48,0.0,0.24,0
,"Yolo, CA",,2019-09-15,,12.94,0.88,9.36,224.01,1.06,0.32,0
,"Yolo, CA",,2019-10-15,,8.94,0.84,4.02,102.18,0.0,0.34,0
,"Yolo, CA",,2019-11-15,,4.69,0.9,4.33,61.77,0.0,0.34,0
,"Yolo, CA",,2019-12-15,,1.46,0.98,4.76,178.11,0.07,0.35,0
,"Sacramento, CA",,2013-01-15,,0.93,0.76,1.72,145.46,0.0,0.34,0
,"Sacramento, CA",,2013-02-15,,8.76,0.78,1.51,20.81,0.0,0.21,0
,"Sacramento, CA",,2013-03-15,,14.15,0.8,1.48,166.99,0.0,0.16,0
,"Sacramento, CA",,2013-04-15,,15.15,0.46,3.25,235.5,0.0,0.14,0
,"Sacramento, CA",,2013-05-15,,18.66,0.46,4.44,173.23,0.0,0.11,0
,"Sacramento, CA",,2013-06-15,,19.73,0.44,2.13,177.52,0.0,0.13,0
,"Sacramento, CA",,2013-08-15,,19.82,0.69,2.77,176.66,0.0,0.11,0
,"Sacramento, CA",,2013-09-15,,16.71,0.73,3.34,178.33,0.0,0.12,0
,"Sacramento, CA",,2013-10-15,,12.55,0.33,1.05,331.02,0.0,0.1,0
,"Sacramento, CA",,2013-11-15,,9.99,0.77,0.8,173.61,0.0,0.06,0
,"Sacramento, CA",,2013-12-15,,1.42,0.9,1.3,358.3,0.0,0.2,0
,"Sacramento, CA",,2014-01-15,,4.53,0.71,1.53,61.69,0.0,0.13,0
,"Sacramento, CA",,2014-02-15,,12.84,0.89,1.56,167.1,0.0,0.33,0
,"Sacramento, CA",,2014-03-15,,11.86,0.84,1.15,352.81,0.0,0.25,0
,"Sacramento, CA",,2014-04-15,,15.18,0.76,2.16,181.6,0.0,0.16,0
,"Sacramento, CA",,2014-05-15,,21.54,0.31,1.12,160.15,0.0,0.12,0
,"Sacramento, CA",,2014-06-15,,18.81,0.4,2.68,178.05,0.0,0.12,0
,"Sacramento, CA",,2014-07-15,,22.89,0.5,2.04,207.72,0.0,0.12,0
,"Sacramento, CA",,2014-08-15,,19.94,0.6,2.01,187.98,0.0,0.12,0
,"Sacramento, CA",,2014-09-15,,21.85,0.54,1.92,195.45,0.0,0.08,0
,"Sacramento, CA",,2014-10-15,,19.15,0.67,2.56,169.44,0.05,0.11,0
,"Sacramento, CA",,2014-11-15,,12.19,0.9,1.44,176.34,0.0,0.18,0
,"Sacramento, CA",,2014-12-15,,11.02,0.76,0.77,33.25,0.0,0.38,0
,"Sacramento, CA",,2015-01-15,,6.09,0.92,0.55,56.99,0.0,0.27,0
,"Sacramento, CA",,2015-02-15,,10.93,0.83,0.73,11.61,0.0,0.33,0
,"Sacramento, CA",,2015-03-15,,19.0,0.74,2.11,139.42,0.0,0.18,0
,"Sacramento, CA",,2015-04-15,,12.66,0.36,4.2,329.52,0.0,0.15,0
,"Sacramento, CA",,2015-05-15,,13.73,0.69,1.92,160.35,0.0,0.14,0
,"Sacramento, CA",,2015-06-15,,15.95,0.75,3.17,181.52,0.0,0.16,0
,"Sacramento, CA",,2015-07-15,,18.81,0.76,2.74,193.26,0.0,0.13,0
,"Sacramento, CA",,2015-08-15,,21.92,0.56,1.05,243.22,0.0,0.12,0
,"Sacramento, CA",,2015-10-15,,21.68,0.57,1.86,162.44,0.0,0.13,0
,"Sacramento, CA",,2015-11-15,,10.04,0.91,1.81,164.9,0.0,0.28,0
,"Sacramento, CA",,2015-12-15,,4.74,0.67,3.34,340.83,0.0,0.34,0
,"Sacramento, CA",,2016-01-15,,11.16,0.81,4.05,173.68,0.9,0.42,0
,"Sacramento, CA",,2016-02-15,,16.67,0.61,4.87,347.42,0.0,0.28,0
,"Sacramento, CA",,2016-03-15,,10.95,0.7,0.57,295.37,0.0,0.39,0
,"Sacramento, CA",,2016-04-15,,12.36,0.52,2.95,313.44,0.0,0.23,0
,"Sacramento, CA",,2016-05-15,,16.39,0.83,1.75,187.63,0.0,0.15,0
,"Sacramento, CA",,2016-08-15,,22.04,0.51,2.7,195.81,0.0,0.11,0
,"Sacramento, CA",,2016-10-15,,16.43,0.9,1.53,178.39,0.02,0.35,0
,"Sacramento, CA",,2016-11-15,,13.94,0.99,1.74,178.22,0.0,0.24,0
,"Sacramento, CA",,2016-12-15,,14.2,0.81,3.3,155.81,0.0,0.35,0
,"Sacramento, CA",,2017-01-15,,5.37,0.9,0.35,246.62,0.0,0.38,0
,"Sacramento, CA",,2017-02-15,,10.3,0.86,2.22,93.01,0.0,0.35,0
,"Sacramento, CA",,2017-03-15,,15.84,0.93,1.64,157.72,0.0,0.28,0
,"Sacramento, CA",,2017-04-15,,8.32,0.76,2.18,332.1,0.0,0.33,0
,"Sacramento, CA",,2017-05-15,,14.16,0.6,1.73,184.69,0.0,0.12,0
,"Sacramento, CA",,2017-08-15,,17.21,0.77,3.08,191.32,0.0,0.13,0
,"Sacramento, CA",,2017-09-15,,17.91,0.67,1.9,163.54,0.0,0.13,0
,"Sacramento, CA",,2017-10-15,,12.37,0.36,1.65,9.77,0.0,0.1,0
,"Sacramento, CA",,2017-11-15,,13.05,0.68,1.14,139.58,0.02,0.24,0
,"Sacramento, CA",,2017-12-15,,3.98,0.94,0.89,54.12,0.0,0.25,0
,"Sacramento, CA",,2018-01-15,,9.78,0.94,1.82,313.07,0.0,0.35,0
,"Sacramento, CA",,2018-02-15,,8.01,0.71,0.67,58.03,0.0,0.2,0
,"Sacramento, CA",,2018-03-15,,8.18,0.81,2.03,168.56,0.02,0.38,0
,"Sacramento, CA",,2018-04-15,,16.86,0.61,2.32,178.8,0.0,0.27,0
,"Sacramento, CA",,2018-05-15,,14.89,0.64,3.09,176.7,0.0,0.12,0
,"Sacramento, CA",,2018-07-15,,20.98,0.62,3.59,181.98,0.0,0.09,0
,"Sacramento, CA",,2018-08-15,,17.99,0.71,3.25,182.73,0.0,0.1,0
,"Sacramento, CA",,2018-09-15,,19.05,0.53,2.13,184.75,0.0,0.08,0
,"Sacramento, CA",,2018-10-15,,16.64,0.2,4.63,348.93,0.0,0.12,0
,"Sacramento, CA",,2018-11-15,,4.47,0.67,1.85,120.08,0.0,0.12,0
,"Sacramento, CA",,2018-12-15,,12.3,0.87,1.21,108.56,0.05,0.3,0
,"Sacramento, CA",,2019-01-15,,9.85,0.77,3.54,129.69,0.18,0.39,0
,"Sacramento, CA",,2019-02-15,,10.94,0.79,6.16,180.44,1.12,0.43,0
,"Sacramento, CA",,2019-03-15,,9.02,0.7,1.63,147.72,0.0,0.33,0
,"Sacramento, CA",,2019-04-15,,15.07,0.48,3.53,183.97,0.0,0.26,0
,"Sacramento, CA",,2019-05-15,,18.01,0.56,2.55,195.85,0.0,0.12,0
,"Sacramento, CA",,2019-06-15,,18.16,0.69,3.88,186.79,0.0,0.12,0
,"Sacramento, CA",,2019-07-15,,23.78,0.57,2.48,158.48,0.0,0.11,0
,"Sacramento, CA",,2019-09-15,,22.07,0.53,2.9,177.6,0.0,0.07,0
,"Sacramento, CA",,2019-10-15,,12.62,0.64,1.53,152.35,0.0,0.08,0
,"Sacramento, CA",,2019-11-15,,11.63,0.84,1.42,146.06,0.0,0.06,0
,"Sacramento, CA",,2019-12-15,,8.01,0.83,2.13,243.0,0.0,0.37,0
,"Stanislaus, CA",,2013-01-15,,2.36,0.71,1.57,162.54,0.0,0.32,0
,"Stanislaus, CA",,2013-02-15,,8.8,0.83,0.26,55.82,0.0,0.22,0
,"Stanislaus, CA",,2013-03-15,,17.54,0.52,2.27,320.72,0.0,0.16,0
,"Stanislaus, CA",,2013-04-15,,13.52,0.56,2.42,298.37,0.0,0.14,0
,"Stanislaus, CA",,2013-05-15,,19.65,0.46,1.79,276.15,0.0,0.13,0
,"Stanislaus, CA",,2013-06-15,,20.87,0.36,1.65,318.79,0.0,0.14,0
,"Stanislaus, CA",,2013-08-15,,19.94,0.54,2.14,307.77,0.0,0.13,0
,"Stanislaus, CA",,2013-09-15,,18.59,0.58,2.19,333.14,0.0,0.12,0
,"Stanislaus, CA",,2013-10-15,,12.5,0.43,0.93,296.08,0.0,0.12,0
,"Stanislaus, CA",,2013-11-15,,9.38,0.86,1.94,288.19,0.0,0.12,0
,"Stanislaus, CA",,2013-12-15,,3.21,0.79,1.03,312.13,0.0,0.2,0
,"Stanislaus, CA",,2014-01-15,,6.9,0.59,0.26,198.74,0.0,0.15,0
,"Stanislaus, CA",,2014-02-15,,12.32,0.91,1.58,336.1,0.0,0.24,0
,"Stanislaus, CA",,2014-03-15,,14.33,0.69,2.78,314.81,0.0,0.17,0
,"Stanislaus, CA",,2014-04-15,,17.83,0.5,1.82,312.45,0.0,0.14,0
,"Stanislaus, CA",,2014-06-15,,21.07,0.27,1.61,302.8,0.0,0.13,0
,"Stanislaus, CA",,2014-07-15,,27.37,0.36,2.07,315.6,0.0,0.15,0
,"Stanislaus, CA",,2014-08-15,,22.89,0.45,2.11,315.27,0.0,0.13,0
,"Stanislaus, CA",,2014-09-15,,24.92,0.44,1.84,309.66,0.0,0.13,0
,"Stanislaus, CA",,2014-10-15,,18.31,0.58,1.37,199.94,0.0,0.11,0
,"Stanislaus, CA",,2014-11-15,,12.88,0.86,1.6,299.46,0.0,0.24,0
,"Stanislaus, CA",,2014-12-15,,9.69,0.82,1.37,139.88,0.01,0.37,0
,"Stanislaus, CA",,2015-01-15,,5.9,0.95,0.58,26.74,0.0,0.27,0
,"Stanislaus, CA",,2015-02-15,,11.42,0.89,0.35,285.36,0.0,0.33,0
,"Stanislaus, CA",,2015-03-15,,18.85,0.61,1.55,151.15,0.0,0.19,0
,"Stanislaus, CA",,2015-04-15,,13.37,0.49,5.22,311.65,0.0,0.17,0
,"Stanislaus, CA",,2015-05-15,,13.77,0.8,1.31,253.56,0.03,0.21,0
,"Stanislaus, CA",,2015-06-15,,20.57,0.52,2.23,315.76,0.0,0.14,0
,"Stanislaus, CA",,2015-08-15,,21.53,0.52,2.25,314.57,0.0,0.13,0
,"Stanislaus, CA",,2015-09-15,,20.32,0.84,2.22,289.34,0.0,0.16,0
,"Stanislaus, CA",,2015-10-15,,24.52,0.5,2.06,334.21,0.0,0.14,0
,"Stanislaus, CA",,2015-11-15,,8.75,0.84,1.09,283.01,0.0,0.27,0
,"Stanislaus, CA",,2015-12-15,,5.11,0.71,3.43,313.71,0.0,0.31,0
,"Stanislaus, CA",,2016-01-15,,11.91,0.74,3.16,145.46,0.07,0.37,0
,"Stanislaus, CA",,2016-02-15,,14.67,0.76,1.43,340.98,0.0,0.27,0
,"Stanislaus, CA",,2016-03-15,,10.59,0.74,2.92,310.94,0.0,0.39,0
,"Stanislaus, CA",,2016-04-15,,12.17,0.59,4.44,306.88,0.0,0.25,0
,"Stanislaus, CA",,2016-05-15,,17.22,0.73,3.53,317.26,0.0,0.16,0
,"Stanislaus, CA",,2016-07-15,,23.95,0.37,1.87,308.76,0.0,0.14,0
,"Stanislaus, CA",,2016-09-15,,17.57,0.61,1.93,308.96,0.0,0.12,0
,"Stanislaus, CA",,2016-10-15,,18.7,0.85,1.23,145.98,0.01,0.19,0
,"Stanislaus, CA",,2016-11-15,,13.4,0.97,0.58,288.36,0.0,0.18,0
,"Stanislaus, CA",,2016-12-15,,13.04,0.84,1.39,128.5,0.0,0.32,0
,"Stanislaus, CA",,2017-01-15,,5.19,0.89,0.98,298.55,0.0,0.38,0
,"Stanislaus, CA",,2017-02-15,,11.74,0.84,0.54,158.74,0.0,0.37,0
,"Stanislaus, CA",,2017-03-15,,16.67,0.93,1.22,301.26,0.0,0.27,0
,"Stanislaus, CA",,2017-04-15,,10.61,0.62,2.84,309.73,0.0,0.23,0
,"Stanislaus, CA",,2017-05-15,,13.13,0.56,2.05,292.48,0.0,0.13,0
,"Stanislaus, CA",,2017-08-15,,20.54,0.6,2.58,300.49,0.0,0.12,0
,"Stanislaus, CA",,2017-11-15,,12.65,0.66,1.19,343.91,0.0,0.2,0
,"Stanislaus, CA",,2017-12-15,,6.5,0.72,0.58,43.5,0.0,0.13,0
,"Stanislaus, CA",,2018-01-15,,11.03,0.88,1.62,165.54,0.01,0.34,0
,"Stanislaus, CA",,2018-02-15,,8.25,0.7,2.11,338.19,0.0,0.17,0
,"Stanislaus, CA",,2018-03-15,,8.35,0.86,1.02,326.71,0.01,0.34,0
,"Stanislaus, CA",,2018-04-15,,17.79,0.64,1.54,313.9,0.0,0.22,0
,"Stanislaus, CA",,2018-06-15,,22.22,0.35,1.69,287.7,0.0,0.13,0
,"Stanislaus, CA",,2018-07-15,,25.65,0.43,2.38,334.66,0.0,0.13,0
,"Stanislaus, CA",,2018-08-15,,20.63,0.56,2.56,329.09,0.0,0.14,0
,"Stanislaus, CA",,2018-09-15,,19.37,0.47,2.12,315.03,0.0,0.12,0
,"Stanislaus, CA",,2018-10-15,,16.45,0.31,0.41,327.53,0.0,0.13,0
,"Stanislaus, CA",,2018-11-15,,6.24,0.58,0.02,92.0,0.0,0.15,0
,"Stanislaus, CA",,2018-12-15,,8.95,0.84,0.55,91.53,0.0,0.32,0
,"Stanislaus, CA",,2019-01-15,,9.93,0.78,3.8,133.68,0.0,0.36,0
,"Stanislaus, CA",,2019-02-15,,11.02,0.71,5.12,146.93,0.07,0.41,0
,"Stanislaus, CA",,2019-03-15,,8.74,0.71,0.49,278.9,0.0,0.34,0
,"Stanislaus, CA",,2019-04-15,,15.42,0.49,1.56,315.01,0.0,0.21,0
,"Stanislaus, CA",,2019-05-15,,19.03,0.49,2.65,317.89,0.0,0.12,0
,"Stanislaus, CA",,2019-08-15,,27.78,0.34,2.03,312.63,0.0,0.12,0
,"Stanislaus, CA",,2019-11-15,,13.24,0.78,2.41,333.5,0.0,0.12,0
,"Stanislaus, CA",,2019-12-15,,9.49,0.76,2.52,280.72,0.0,0.36,0
,"Solano, CA",,2013-01-15,,3.21,0.37,2.19,19.92,0.0,0.07,0
,"Solano, CA",,2013-02-15,,10.86,0.45,2.24,22.75,0.0,0.06,0
,"Solano, CA",,2013-03-15,,16.08,0.5,0.86,107.91,0.0,0.06,0
,"Solano, CA",,2013-04-15,,11.82,0.89,1.26,186.9,0.07,0.07,0
,"Solano, CA",,2013-05-15,,16.35,0.73,1.47,137.08,0.0,0.05,0
,"Solano, CA",,2013-07-15,,20.93,0.7,1.02,121.2,0.0,0.06,0
,"Solano, CA",,2013-08-15,,18.85,0.67,0.45,104.93,0.0,0.06,0
,"Solano, CA",,2013-09-15,,20.92,0.57,0.91,107.72,0.0,0.05,0
,"Solano, CA",,2013-10-15,,15.33,0.38,2.33,24.98,0.0,0.06,0
,"Solano, CA",,2013-11-15,,16.92,0.46,1.86,103.92,0.0,0.05,0
,"Solano, CA",,2013-12-15,,9.8,0.34,2.81,21.93,0.0,0.05,0
,"Solano, CA",,2014-01-15,,13.44,0.19,3.02,21.87,0.0,0.03,0
,"Solano, CA",,2014-02-15,,13.9,0.37,0.79,61.77,0.0,0.03,0
,"Solano, CA",,2014-03-15,,12.86,0.79,0.98,77.31,0.0,0.1,0
,"Solano, CA",,2014-04-15,,14.94,0.46,0.6,95.65,0.0,0.06,0
,"Solano, CA",,2014-05-15,,20.61,0.17,1.98,32.51,0.0,0.05,0
,"Solano, CA",,2014-07-15,,21.07,0.74,0.94,169.14,4.34,0.07,0
,"Solano, CA",,2014-08-15,,19.41,0.68,0.08,43.8,0.0,0.05,0
,"Solano, CA",,2014-09-15,,24.96,0.51,1.5,75.22,0.0,0.03,0
,"Solano, CA",,2014-10-15,,18.63,0.74,0.85,189.66,0.0,0.03,0
,"Solano, CA",,2014-11-15,,14.61,0.87,0.56,74.3,0.0,0.06,0
,"Solano, CA",,2014-12-15,,8.48,0.83,1.99,31.79,0.0,0.34,0
,"Solano, CA",,2015-01-15,,9.93,0.58,2.48,25.56,0.0,0.07,0
,"Solano, CA",,2015-02-15,,15.88,0.41,0.64,97.32,0.0,0.05,0
,"Solano, CA",,2015-03-15,,20.93,0.27,1.57,46.18,0.0,0.05,0
,"Solano, CA",,2015-04-15,,14.65,0.24,1.58,35.38,0.0,0.05,0
,"Solano, CA",,2015-05-15,,11.07,0.89,1.69,117.64,0.11,0.17,0
,"Solano, CA",,2015-06-15,,17.9,0.8,0.35,204.49,0.0,0.07,0
,"Solano, CA",,2015-08-15,,24.48,0.38,0.86,86.44,0.0,0.05,0
,"Solano, CA",,2015-09-15,,22.28,0.81,0.84,161.46,0.03,0.05,0
,"Solano, CA",,2015-10-15,,22.41,0.84,0.53,149.47,0.01,0.06,0
,"Solano, CA",,2015-11-15,,11.73,0.54,1.64,62.45,0.0,0.04,0
,"Solano, CA",,2015-12-15,,5.99,0.52,2.68,3.11,0.0,0.08,0
,"Solano, CA",,2016-01-15,,9.63,0.84,1.52,68.68,0.0,0.24,0
,"Solano, CA",,2016-02-15,,18.97,0.2,2.82,19.99,0.0,0.06,0
,"Solano, CA",,2016-03-15,,12.31,0.85,1.37,42.95,0.0,0.19,0
,"Solano, CA",,2016-04-15,,13.89,0.61,0.93,336.65,0.0,0.13,0
,"Solano, CA",,2016-05-15,,15.29,0.82,2.02,162.06,0.06,0.07,0
,"Solano, CA",,2016-06-15,,15.9,0.81,0.94,176.37,0.01,0.06,0
,"Solano, CA",,2016-08-15,,23.66,0.61,0.53,98.02,0.0,0.06,0
,"Solano, CA",,2016-09-15,,15.83,0.81,0.08,52.41,0.0,0.06,0
,"Solano, CA",,2016-10-15,,16.24,0.8,0.78,129.2,0.0,0.04,0
,"Solano, CA",,2016-11-15,,15.41,0.4,0.71,68.84,0.0,0.05,0
,"Solano, CA",,2016-12-15,,12.6,0.74,0.04,70.23,0.0,0.06,0
,"Solano, CA",,2017-01-15,,10.04,0.82,2.24,30.63,0.0,0.35,0
,"Solano, CA",,2017-02-15,,11.17,0.79,1.56,46.72,0.0,0.3,0
,"Solano, CA",,2017-03-15,,16.25,0.65,0.97,69.45,0.0,0.07,0
,"Solano, CA",,2017-04-15,,12.19,0.54,1.15,53.61,0.0,0.05,0
,"Solano, CA",,2017-05-15,,13.03,0.82,2.04,165.39,0.15,0.06,0
,"Solano, CA",,2017-07-15,,21.42,0.72,0.58,48.19,0.0,0.06,0
,"Solano, CA",,2017-08-15,,18.53,0.84,1.62,167.6,0.01,0.06,0
,"Solano, CA",,2017-11-15,,14.0,0.55,0.9,45.08,0.0,0.05,0
,"Solano, CA",,2017-12-15,,12.97,0.29,2.79,23.77,0.0,0.04,0
,"Solano, CA",,2018-01-15,,14.54,0.63,1.79,47.16,0.0,0.25,0
,"Solano, CA",,2018-02-15,,11.91,0.77,0.5,79.62,0.0,0.06,0
,"Solano, CA",,2018-03-15,,12.14,0.86,1.44,149.89,1.0,0.27,0
,"Solano, CA",,2018-04-15,,15.38,0.32,1.28,90.15,0.0,0.06,0
,"Solano, CA",,2018-05-15,,14.14,0.81,0.62,202.44,0.0,0.07,0
,"Solano, CA",,2018-06-15,,19.09,0.71,0.61,161.95,0.0,0.06,0
,"Solano, CA",,2018-07-15,,22.21,0.73,1.12,168.6,0.0,0.06,0
,"Solano, CA",,2018-09-15,,20.93,0.52,1.0,112.08,0.0,0.06,0
,"Solano, CA",,2018-12-15,,11.83,0.71,1.27,21.08,0.0,0.18,0
,"Solano, CA",,2019-01-15,,10.06,0.9,1.81,67.13,0.01,0.39,0
,"Solano, CA",,2019-02-15,,10.99,0.83,0.57,205.55,0.03,0.41,0
,"Solano, CA",,2019-03-15,,9.59,0.53,2.37,23.08,0.0,0.27,0
,"Solano, CA",,2019-04-15,,12.92,0.66,0.24,125.57,0.0,0.06,0
,"Solano, CA",,2019-05-15,,16.11,0.82,0.93,153.51,0.0,0.07,0
,"Solano, CA",,2019-11-15,,14.64,0.76,0.33,190.77,0.0,0.04,0
,"Solano, CA",,2019-12-15,,11.09,0.8,1.38,341.69,0.0,0.29,0
,"Merced, CA",,2013-01-15,,0.57,0.81,2.01,117.16,0.0,0.32,0
,"Merced, CA",,2013-02-15,,9.59,0.79,0.88,77.81,0.0,0.22,0
,"Merced, CA",,2013-03-15,,18.62,0.57,2.5,321.07,0.0,0.15,0
,"Merced, CA",,2013-04-15,,13.79,0.54,3.17,297.79,0.0,0.13,0
,"Merced, CA",,2013-05-15,,19.92,0.45,3.25,266.85,0.0,0.13,0
,"Merced, CA",,2013-07-15,,25.18,0.35,3.07,298.46,0.0,0.11,0
,"Merced, CA",,2013-08-15,,22.23,0.38,2.1,309.25,0.0,0.09,0
,"Merced, CA",,2013-09-15,,20.68,0.47,2.34,312.73,0.0,0.1,0
,"Merced, CA",,2013-10-15,,13.24,0.43,1.29,331.59,0.0,0.11,0
,"Merced, CA",,2013-11-15,,10.46,0.78,2.25,297.47,0.0,0.11,0
,"Merced, CA",,2013-12-15,,3.7,0.74,1.16,346.21,0.0,0.17,0
,"Merced, CA",,2014-01-15,,6.06,0.58,0.77,121.12,0.0,0.12,0
,"Merced, CA",,2014-02-15,,11.43,0.91,1.37,353.1,0.0,0.22,0
,"Merced, CA",,2014-03-15,,13.28,0.71,2.36,323.73,0.0,0.15,0
,"Merced, CA",,2014-04-15,,18.84,0.43,1.54,320.67,0.0,0.12,0
,"Merced, CA",,2014-05-15,,23.88,0.19,2.06,326.57,0.0,0.13,0
,"Merced, CA",,2014-06-15,,20.49,0.28,1.84,298.77,0.0,0.12,0
,"Merced, CA",,2014-08-15,,24.36,0.39,3.0,302.12,0.0,0.12,0
,"Merced, CA",,2014-09-15,,25.93,0.37,1.87,307.47,0.0,0.11,0
,"Merced, CA",,2014-10-15,,18.3,0.56,1.93,253.1,0.0,0.11,0
,"Merced, CA",,2014-11-15,,13.39,0.79,1.87,315.35,0.0,0.23,0
,"Merced, CA",,2014-12-15,,9.09,0.76,1.88,118.04,0.0,0.37,0
,"Merced, CA",,2015-01-15,,6.23,0.94,1.35,28.02,0.0,0.24,0
,"Merced, CA",,2015-02-15,,11.82,0.92,0.6,77.44,0.0,0.32,0
,"Merced, CA",,2015-03-15,,18.75,0.52,2.6,112.47,0.0,0.18,0
,"Merced, CA",,2015-04-15,,13.18,0.42,4.75,314.05,0.0,0.15,0
,"Merced, CA",,2015-06-15,,22.29,0.48,2.95,301.84,0.0,0.13,0
,"Merced, CA",,2015-08-15,,23.3,0.38,2.53,316.04,0.0,0.11,0
,"Merced, CA",,2015-09-15,,21.05,0.7,1.53,232.74,0.01,0.13,0
,"Merced, CA",,2015-10-15,,24.69,0.43,1.84,330.64,0.0,0.11,0
,"Merced, CA",,2015-11-15,,10.23,0.64,0.44,83.76,0.0,0.24,0
,"Merced, CA",,2015-12-15,,3.58,0.73,2.34,328.84,0.0,0.3,0
,"Merced, CA",,2016-01-15,,11.69,0.73,3.08,126.15,0.17,0.36,0
,"Merced, CA",,2016-02-15,,12.78,0.83,0.92,52.4,0.0,0.27,0
,"Merced, CA",,2016-03-15,,10.35,0.75,2.84,317.26,0.0,0.39,0
,"Merced, CA",,2016-05-15,,17.67,0.7,4.36,317.99,0.0,0.13,0
,"Merced, CA",,2016-07-15,,25.52,0.33,2.3,312.24,0.0,0.13,0
,"Merced, CA",,2016-08-15,,27.19,0.3,2.7,307.54,0.0,0.12,0
,"Merced, CA",,2016-09-15,,18.61,0.52,2.27,324.61,0.0,0.12,0
,"Merced, CA",,2016-10-15,,19.1,0.78,1.1,95.76,0.0,0.16,0
,"Merced, CA",,2016-11-15,,13.2,0.88,1.09,351.67,0.0,0.16,0
