AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1
35.0,"Riverside, CA",2017-09-29T18:01:00Z,2017-09-29,18,13.36,0.76,5.18,253.18,0.0,0.28
35.0,"Marin, CA",2017-07-12T16:15:00Z,2017-07-12,16,27.83,0.57,6.33,320.87,0.0,0.02
35.0,"Riverside, CA",2017-07-04T15:20:00Z,2017-07-04,15,18.49,0.67,3.66,271.32,0.0,0.17
35.0,"Sacramento, CA",2017-06-27T07:39:00Z,2017-06-27,7,19.35,0.65,3.19,186.32,0.0,0.13
35.0,"Kern, CA",2017-06-09T04:53:00Z,2017-06-09,4,17.37,0.81,1.38,251.93,0.0,0.08
35.0,"Riverside, CA",2017-05-21T16:12:00Z,2017-05-21,16,16.05,0.61,4.99,154.22,0.0,0.26
34.0,"San Bernardino, CA",2017-12-05T13:28:00Z,2017-12-05,13,4.91,0.23,3.13,37.67,0.0,0.07
34.0,"Riverside, CA",2017-09-10T13:49:00Z,2017-09-10,13,15.21,0.86,9.91,211.53,0.41,0.23
34.0,"Humboldt, CA",2017-08-31T13:57:00Z,2017-08-31,13,16.31,0.74,6.39,172.1,0.0,0.16
34.0,"San Benito, CA",2017-07-04T13:21:00Z,2017-07-04,13,16.61,0.68,1.04,61.79,0.0,0.21
33.0,"Riverside, CA",2017-07-07T12:56:00Z,2017-07-07,12,19.05,0.77,4.87,260.51,0.0,0.14
33.0,"Riverside, CA",2017-06-13T12:00:00Z,2017-06-13,12,16.26,0.76,2.39,247.04,0.0,0.24
33.0,"Kern, CA",2017-06-04T22:11:00Z,2017-06-04,22,25.34,0.54,2.55,217.14,0.0,0.09
32.0,"Trinity, CA",2017-08-02T11:13:00Z,2017-08-02,11,19.7,0.93,1.58,251.14,0.0,0.25
32.0,"Trinity, CA",2017-08-02T08:30:00Z,2017-08-02,8,21.81,0.84,1.4,267.02,0.0,0.25
32.0,"Riverside, CA",2017-07-13T10:28:00Z,2017-07-13,10,17.67,0.72,3.82,203.27,0.07,0.2
32.0,"Monterey, CA",2017-06-16T15:49:00Z,2017-06-16,15,14.02,0.87,2.46,328.91,0.01,0.06
32.0,"Monterey, CA",2017-06-11T18:12:00Z,2017-06-11,18,12.82,0.73,6.82,295.06,0.0,0.06
31.0,"Monterey, CA",2017-10-15T14:55:00Z,2017-10-15,14,14.53,0.5,3.61,104.68,0.0,0.05
31.0,"Fresno, CA",2017-08-23T13:28:00Z,2017-08-23,13,22.84,0.55,1.13,266.62,0.0,0.13
31.0,"Kern, CA",2017-05-12T05:05:00Z,2017-05-12,5,15.29,0.81,1.35,265.08,0.0,0.08
30.0,"Los Angeles, CA",2017-08-31T16:32:00Z,2017-08-31,16,30.27,0.35,0.19,267.29,0.0,0.05
30.0,"Humboldt, CA",2017-08-03T16:41:00Z,2017-08-03,16,17.44,0.69,1.77,274.51,0.02,0.21
30.0,"Riverside, CA",2017-07-03T19:31:00Z,2017-07-03,19,17.06,0.79,5.29,263.31,0.0,0.18
29.0,"El Dorado, CA",2017-10-10T15:36:00Z,2017-10-10,15,23.88,0.43,5.97,304.89,0.0,0.04
29.0,"Tehama, CA",2017-07-08T18:58:00Z,2017-07-08,18,35.03,0.15,0.84,353.63,0.0,0.12
28.0,"Butte, CA",2017-09-25T11:03:00Z,2017-09-25,11,11.38,0.45,3.07,42.66,0.0,0.18
28.0,"Modoc, CA",2017-08-30T11:38:00Z,2017-08-30,11,15.8,0.58,1.97,132.65,0.0,0.06
28.0,"Del Norte, CA",2017-06-26T21:30:00Z,2017-06-26,21,28.88,0.3,3.69,203.75,0.0,0.13
28.0,"Riverside, CA",2017-06-15T15:51:00Z,2017-06-15,15,16.68,0.68,8.36,260.12,0.0,0.21
27.0,"Modoc, CA",2017-08-30T14:50:00Z,2017-08-30,14,15.36,0.6,1.88,135.27,0.0,0.06
27.0,"Riverside, CA",2017-06-03T12:09:00Z,2017-06-03,12,15.47,0.67,4.95,243.92,0.06,0.22
26.0,"Yuba, CA",2017-09-26T15:20:00Z,2017-09-26,15,17.58,0.23,2.88,51.32,0.0,0.15
26.0,"Riverside, CA",2017-06-18T16:03:00Z,2017-06-18,16,25.55,0.54,1.07,214.53,0.0,0.18
26.0,"Riverside, CA",2017-06-01T16:12:00Z,2017-06-01,16,20.33,0.66,4.56,193.07,0.03,0.21
25.0,"San Diego, CA",2017-10-15T14:05:00Z,2017-10-15,14,18.32,0.55,1.65,80.22,0.0,0.04
25.0,"San Luis Obispo, CA",2017-09-23T15:40:00Z,2017-09-23,15,12.84,0.63,1.77,30.34,0.0,0.13
25.0,"San Diego, CA",2017-09-07T15:41:00Z,2017-09-07,15,21.03,0.83,3.37,318.17,0.0,0.06
25.0,"Shasta, CA",2017-09-01T11:21:00Z,2017-09-01,11,21.48,0.32,3.04,358.48,0.0,0.26
25.0,"San Diego, CA",2017-06-27T09:38:00Z,2017-06-27,9,19.73,0.79,2.31,318.03,0.0,0.05
25.0,"Madera, CA",2017-06-18T14:04:00Z,2017-06-18,14,26.57,0.53,0.97,37.98,0.0,0.13
25.0,"Los Angeles, CA",2017-06-03T15:39:00Z,2017-06-03,15,19.33,0.7,1.56,181.29,0.0,0.08
25.0,"San Diego, CA",2017-05-24T15:30:00Z,2017-05-24,15,16.17,0.84,3.06,286.28,0.01,0.06
23.0,"Riverside, CA",2017-10-10T14:57:00Z,2017-10-10,14,15.61,0.8,8.2,251.31,0.01,0.25
22.0,"Alameda, CA",2017-09-26T12:22:00Z,2017-09-26,12,13.54,0.83,1.48,205.87,0.0,0.07
22.0,"Calaveras, CA",2017-07-05T16:56:00Z,2017-07-05,16,30.05,0.7,3.03,95.44,0.14,0.15
22.0,"Napa, CA",2017-06-13T10:18:00Z,2017-06-13,10,11.83,0.84,0.86,228.16,0.0,0.14
21.0,"San Luis Obispo, CA",2017-10-20T12:13:00Z,2017-10-20,12,14.47,0.95,3.31,296.39,0.37,0.11
21.0,"Lake, CA",2017-09-05T14:55:00Z,2017-09-05,14,23.03,0.77,2.95,227.61,0.0,0.25
21.0,"Tulare, CA",2017-07-05T08:24:00Z,2017-07-05,8,29.4,0.27,1.89,293.95,0.0,0.12
21.0,"Butte, CA",2017-06-22T09:49:00Z,2017-06-22,9,27.83,0.28,3.27,38.37,0.0,0.16
21.0,"Shasta, CA",2017-06-13T12:47:00Z,2017-06-13,12,10.96,0.78,1.0,352.48,0.0,0.39
21.0,"San Benito, CA",2017-05-22T04:50:00Z,2017-05-22,4,17.43,0.77,0.63,74.82,0.01,0.29
20.0,"Humboldt, CA",2017-10-08T16:40:00Z,2017-10-08,16,1.57,0.83,7.12,296.85,0.05,0.38
20.0,"Sonoma, CA",2017-10-07T20:00:00Z,2017-10-07,20,25.51,0.27,0.73,243.74,0.0,0.12
20.0,"Tehama, CA",2017-10-03T16:22:00Z,2017-10-03,16,17.8,0.23,5.96,338.99,0.0,0.11
20.0,"Tuolumne, CA",2017-08-01T16:33:00Z,2017-08-01,16,31.57,0.16,0.23,226.24,0.0,0.15
20.0,"San Bernardino, CA",2017-07-22T15:49:00Z,2017-07-22,15,24.22,0.31,0.45,240.4,0.0,0.08
20.0,"Mendocino, CA",2017-07-17T12:37:00Z,2017-07-17,12,12.88,0.91,5.59,321.04,0.0,0.1
20.0,"Riverside, CA",2017-06-13T17:21:00Z,2017-06-13,17,17.63,0.7,2.25,289.8,0.0,0.24
20.0,"Contra Costa, CA",2017-06-05T13:17:00Z,2017-06-05,13,11.15,0.94,2.55,233.4,0.0,0.12
20.0,"Kings, CA",2017-05-18T12:54:00Z,2017-05-18,12,1.87,0.79,1.73,69.42,0.0,0.34
20.0,"Monterey, CA",2017-05-14T12:00:00Z,2017-05-14,12,9.73,0.86,5.72,311.61,0.09,0.07
19.0,"Riverside, CA",2017-12-13T15:27:00Z,2017-12-13,15,6.86,0.75,7.62,288.53,0.05,0.31
19.0,"Riverside, CA",2017-08-13T13:34:00Z,2017-08-13,13,18.03,0.64,1.81,191.85,0.04,0.24
19.0,"Humboldt, CA",2017-08-01T10:23:00Z,2017-08-01,10,10.9,0.93,3.33,311.38,0.0,0.18
19.0,"Stanislaus, CA",2017-07-18T22:39:00Z,2017-07-18,22,36.66,0.16,0.87,336.61,0.0,0.13
19.0,"Siskiyou, CA",2017-06-26T12:30:00Z,2017-06-26,12,15.21,0.66,2.31,147.85,0.0,0.18
19.0,"Kern, CA",2017-05-01T12:44:00Z,2017-05-01,12,13.64,0.41,1.67,54.6,0.0,0.05
18.0,"Sonoma, CA",2017-08-27T13:30:00Z,2017-08-27,13,16.2,0.69,1.05,260.75,0.0,0.17
18.0,"Butte, CA",2017-07-04T15:45:00Z,2017-07-04,15,24.63,0.32,0.35,100.31,0.0,0.18
18.0,"Fresno, CA",2017-05-28T16:16:00Z,2017-05-28,16,21.89,0.49,2.7,305.38,0.0,0.14
18.0,"Monterey, CA",2017-05-16T16:10:00Z,2017-05-16,16,11.57,0.8,3.74,304.0,0.04,0.06
17.0,"Mariposa, CA",2017-10-03T11:44:00Z,2017-10-03,11,15.06,0.93,1.17,181.97,0.0,0.07
17.0,"Shasta, CA",2017-08-17T14:15:00Z,2017-08-17,14,17.81,0.67,2.24,357.45,0.0,0.26
17.0,"Shasta, CA",2017-07-29T17:29:00Z,2017-07-29,17,31.09,0.21,0.44,38.15,0.0,0.24
17.0,"San Luis Obispo, CA",2017-05-20T13:11:00Z,2017-05-20,13,13.3,0.69,1.54,15.35,0.0,0.13
17.0,"Monterey, CA",2017-05-17T15:18:00Z,2017-05-17,15,10.69,0.76,4.6,313.85,0.01,0.07
17.0,"Riverside, CA",2017-05-14T12:51:00Z,2017-05-14,12,14.63,0.66,4.63,233.57,0.05,0.25
16.0,"Kern, CA",2017-06-02T18:55:00Z,2017-06-02,18,23.99,0.5,1.9,222.61,0.0,0.08
16.0,"San Bernardino, CA",2017-05-29T01:20:00Z,2017-05-29,1,26.32,0.29,2.98,229.8,0.0,0.08
16.0,"Fresno, CA",2017-05-28T07:49:00Z,2017-05-28,7,22.73,0.52,3.5,310.66,0.0,0.14
15.0,"Tehama, CA",2017-08-10T17:24:00Z,2017-08-10,17,28.33,0.43,1.82,308.69,0.0,0.12
15.0,"Modoc, CA",2017-07-17T13:38:00Z,2017-07-17,13,14.65,0.44,0.32,9.09,0.0,0.05
15.0,"Monterey, CA",2017-06-28T09:30:00Z,2017-06-28,9,12.47,0.92,3.62,322.77,0.04,0.05
15.0,"Calaveras, CA",2017-05-28T15:30:00Z,2017-05-28,15,29.41,0.47,2.14,273.32,0.0,0.09
15.0,"Riverside, CA",2017-04-13T02:30:00Z,2017-04-13,2,6.82,0.88,2.63,297.63,0.0,0.23
14.0,"Santa Barbara, CA",2017-12-16T12:21:00Z,2017-12-16,12,11.91,0.45,3.1,312.57,0.0,0.05
14.0,"Santa Barbara, CA",2017-12-14T12:59:00Z,2017-12-14,12,9.91,0.3,1.85,64.0,0.0,0.05
14.0,"Butte, CA",2017-07-02T13:43:00Z,2017-07-02,13,19.9,0.67,1.26,47.85,0.0,0.18
14.0,"Monterey, CA",2017-06-09T16:15:00Z,2017-06-09,16,12.65,0.92,2.31,291.73,0.02,0.06
14.0,"Riverside, CA",2017-05-18T17:25:00Z,2017-05-18,17,12.89,0.69,4.22,281.5,0.0,0.27
13.0,"Stanislaus, CA",2017-10-18T12:53:00Z,2017-10-18,12,8.87,0.5,1.41,283.95,0.0,0.16
13.0,"El Dorado, CA",2017-07-25T14:13:00Z,2017-07-25,14,27.35,0.46,8.97,298.09,0.0,0.04
13.0,"El Dorado, CA",2017-07-12T13:51:00Z,2017-07-12,13,35.02,0.29,2.92,271.6,0.0,0.04
13.0,"San Bernardino, CA",2017-07-04T13:15:00Z,2017-07-04,13,19.4,0.37,0.6,131.51,0.0,0.07
12.0,"Butte, CA",2017-09-12T17:24:00Z,2017-09-12,17,30.32,0.34,1.21,171.4,0.0,0.16
12.0,"San Diego, CA",2017-06-04T11:04:00Z,2017-06-04,11,15.72,0.93,0.86,241.03,0.0,0.06
12.0,"San Luis Obispo, CA",2017-05-07T16:41:00Z,2017-05-07,16,10.75,0.9,1.13,211.95,0.5,0.16
12.0,"Riverside, CA",2017-04-30T19:43:00Z,2017-04-30,19,10.41,0.87,1.22,58.0,0.56,0.23
11.0,"Sonoma, CA",2017-07-31T23:17:00Z,2017-07-31,23,27.23,0.35,3.42,250.6,0.0,0.16
11.0,"Riverside, CA",2017-07-02T13:04:00Z,2017-07-02,13,19.3,0.58,3.35,271.62,0.0,0.19
10.0,"Tehama, CA",2017-10-08T12:15:00Z,2017-10-08,12,15.3,0.4,5.77,340.2,0.0,0.11
10.0,"Mariposa, CA",2017-09-20T14:53:00Z,2017-09-20,14,16.71,0.93,0.45,157.89,0.07,0.07
10.0,"Fresno, CA",2017-09-11T10:00:00Z,2017-09-11,10,24.47,0.58,1.19,170.12,0.0,0.13
10.0,"Amador, CA",2017-08-28T17:06:00Z,2017-08-28,17,33.59,0.11,1.62,199.48,0.0,0.16
10.0,"Los Angeles, CA",2017-08-03T16:21:00Z,2017-08-03,16,27.7,0.55,0.63,130.69,0.09,0.06
10.0,"Shasta, CA",2017-07-15T18:10:00Z,2017-07-15,18,32.47,0.22,0.78,213.49,0.0,0.26
10.0,"Riverside, CA",2017-07-13T14:14:00Z,2017-07-13,14,18.68,0.7,4.32,230.22,0.04,0.2
10.0,"Butte, CA",2017-07-12T13:55:00Z,2017-07-12,13,19.02,0.46,1.17,77.51,0.0,0.16
10.0,"Riverside, CA",2017-07-03T13:34:00Z,2017-07-03,13,18.29,0.75,5.74,259.4,0.0,0.18
10.0,"Riverside, CA",2017-06-18T12:28:00Z,2017-06-18,12,24.0,0.58,1.33,170.71,0.0,0.18
10.0,"Riverside, CA",2017-06-16T14:51:00Z,2017-06-16,14,17.87,0.74,6.19,267.71,0.0,0.2
10.0,"Kern, CA",2017-06-05T14:02:00Z,2017-06-05,14,16.59,0.8,0.43,62.92,0.0,0.1
10.0,"Riverside, CA",2017-06-04T16:48:00Z,2017-06-04,16,14.78,0.64,5.06,267.1,0.0,0.23
10.0,"Yuba, CA",2017-05-29T15:31:00Z,2017-05-29,15,19.44,0.57,0.44,175.36,0.0,0.17
10.0,"Kern, CA",2017-05-28T10:59:00Z,2017-05-28,10,14.27,0.85,1.25,341.28,0.0,0.07
10.0,"Riverside, CA",2017-05-23T13:13:00Z,2017-05-23,13,15.55,0.89,4.39,257.4,0.0,0.24
10.0,"Monterey, CA",2017-04-24T12:06:00Z,2017-04-24,12,11.12,0.83,4.79,313.86,0.01,0.09
0.0,"Sonoma, CA",2017-10-09T01:30:00Z,2017-10-09,1,25.14,0.17,3.18,11.89,0.0,0.12
0.0,"Napa, CA",2017-10-08T23:48:00Z,2017-10-08,23,27.55,0.12,4.29,8.23,0.0,0.09
0.0,"Mariposa, CA",2017-09-07T15:00:00Z,2017-09-07,15,22.11,0.47,0.82,92.31,0.0,0.08
0.0,"Siskiyou, CA",2017-07-25T12:45:00Z,2017-07-25,12,15.57,0.5,1.2,141.29,0.0,0.15
0.0,"Modoc, CA",2017-07-23T00:00:00Z,2017-07-23,0,33.99,0.11,2.92,48.86,0.0,0.05
0.0,"Glenn, CA",2017-07-19T17:30:00Z,2017-07-19,17,29.1,0.34,2.22,175.98,0.0,0.02
0.0,"Lassen, CA",2017-07-06T13:00:00Z,2017-07-06,13,17.04,0.47,1.13,127.03,0.0,0.09
0.0,"Siskiyou, CA",2017-07-04T15:21:00Z,2017-07-04,15,21.2,0.41,1.7,158.87,0.0,0.17
0.0,"San Diego, CA",2017-06-28T17:56:00Z,2017-06-28,17,19.7,0.71,3.18,267.62,0.0,0.05
0.0,"Siskiyou, CA",2017-06-25T17:00:00Z,2017-06-25,17,28.54,0.28,1.71,156.03,0.0,0.17
0.0,"Tulare, CA",2017-06-23T22:32:00Z,2017-06-23,22,40.28,0.26,1.5,17.25,0.0,0.12
0.0,"San Luis Obispo, CA",2017-05-19T13:10:00Z,2017-05-19,13,12.74,0.59,2.09,33.06,0.0,0.14
0.0,"Butte, CA",2017-02-07T14:00:00Z,2017-02-07,14,11.79,0.93,7.26,167.32,6.09,0.46
410203.0,"Colusa, CA",2018-07-27T12:05:00Z,2018-07-27,12,22.13,0.51,1.12,138.69,0.0,0.09
410203.0,"Glenn, CA",2018-07-27T12:05:00Z,2018-07-27,12,23.71,0.38,0.95,173.41,0.0,0.02
410203.0,"Lake, CA",2018-07-27T12:05:00Z,2018-07-27,12,22.65,0.86,1.24,201.61,0.0,0.35
410203.0,"Mendocino, CA",2018-07-27T12:05:00Z,2018-07-27,12,13.38,0.97,4.48,320.63,0.0,0.12
229651.0,"Shasta, CA",2018-07-23T13:15:00Z,2018-07-23,13,21.34,0.68,1.38,359.59,0.0,0.26
229651.0,"Trinity, CA",2018-07-23T13:15:00Z,2018-07-23,13,20.66,0.87,2.58,18.17,0.0,0.23
153336.0,"Butte, CA",2018-11-08T06:33:00Z,2018-11-08,6,11.5,0.2,3.57,21.28,0.0,0.16
96949.0,"Los Angeles, CA",2018-11-08T14:24:00Z,2018-11-08,14,14.11,0.77,0.78,142.79,0.02,0.05
96949.0,"Ventura, CA",2018-11-08T14:24:00Z,2018-11-08,14,19.1,0.88,0.94,286.15,0.65,0.44
96901.0,"Mariposa, CA",2018-07-13T21:36:00Z,2018-07-13,21,31.89,0.37,3.74,220.93,0.0,0.06
90288.0,"Napa, CA",2018-06-30T14:12:00Z,2018-06-30,14,20.42,0.49,0.97,260.91,0.0,0.12
90288.0,"Yolo, CA",2018-06-30T14:12:00Z,2018-06-30,14,16.28,0.53,7.16,6.3,0.06,0.19
63311.0,"Shasta, CA",2018-09-05T12:51:00Z,2018-09-05,12,17.15,0.61,1.65,2.06,0.0,0.27
63311.0,"Trinity, CA",2018-09-05T12:51:00Z,2018-09-05,12,21.79,0.94,2.11,190.73,0.0,0.26
48920.0,"Colusa, CA",2018-07-27T13:01:00Z,2018-07-27,13,21.24,0.53,1.36,114.82,0.0,0.09
48920.0,"Lake, CA",2018-07-27T13:01:00Z,2018-07-27,13,23.96,0.85,1.5,188.79,0.0,0.35
48920.0,"Mendocino, CA",2018-07-27T13:01:00Z,2018-07-27,13,13.42,0.97,4.38,320.9,0.01,0.12
46150.0,"Shasta, CA",2018-08-09T01:55:00Z,2018-08-09,1,34.92,0.18,2.86,174.06,0.0,0.28
39387.0,"Modoc, CA",2018-08-15T18:05:00Z,2018-08-15,18,24.1,0.24,1.09,167.7,0.0,0.06
38008.0,"Siskiyou, CA",2018-07-05T12:31:00Z,2018-07-05,12,10.85,0.56,1.81,137.61,0.0,0.15
36450.0,"Tuolumne, CA",2018-08-01T17:48:00Z,2018-08-01,17,31.24,0.18,1.56,218.75,0.0,0.15
23136.0,"Orange, CA",2018-08-06T13:20:00Z,2018-08-06,13,20.91,0.8,1.31,148.47,0.0,0.09
18703.0,"Lassen, CA",2018-07-27T13:32:00Z,2018-07-27,13,16.55,0.46,1.29,326.66,0.0,0.11
15185.0,"Lake, CA",2018-06-23T17:21:00Z,2018-06-23,17,15.63,0.91,2.03,111.79,0.48,0.19
13139.0,"Riverside, CA",2018-07-25T11:41:00Z,2018-07-25,11,20.76,0.52,1.19,290.05,0.0,0.12
12300.0,"San Joaquin, CA",2018-06-29T15:11:00Z,2018-06-29,15,25.55,0.74,1.16,4.64,0.27,0.36
6974.0,"Mono, CA",2018-09-04T14:26:00Z,2018-09-04,14,29.96,0.41,3.27,129.61,0.0,0.07
4564.0,"Merced, CA",2018-06-15T10:34:00Z,2018-06-15,10,20.93,0.4,2.95,259.21,0.0,0.13
4531.0,"Ventura, CA",2018-11-08T14:03:00Z,2018-11-08,14,19.1,0.88,0.94,286.15,0.65,0.44
4500.0,"Solano, CA",2018-10-07T13:00:00Z,2018-10-07,13,15.39,0.85,0.57,96.35,0.0,0.07
4064.0,"Madera, CA",2018-06-11T12:00:00Z,2018-06-11,12,16.18,0.47,2.44,306.39,0.0,0.14
3889.0,"Tehama, CA",2018-10-07T12:51:00Z,2018-10-07,12,14.48,0.52,4.63,336.9,0.0,0.23
3716.0,"Tehama, CA",2018-06-23T11:38:00Z,2018-06-23,11,24.97,0.25,5.14,339.03,0.0,0.11
3674.0,"Humboldt, CA",2018-08-16T09:18:00Z,2018-08-16,9,11.5,0.96,2.69,11.09,0.0,0.18
3380.0,"Los Angeles, CA",2018-09-22T14:30:00Z,2018-09-22,14,18.89,0.74,0.39,52.54,0.0,0.05
2995.0,"Kings, CA",2018-08-06T17:29:00Z,2018-08-06,17,24.85,0.14,1.53,243.68,0.0,0.18
2956.0,"Tehama, CA",2018-06-09T14:10:00Z,2018-06-09,14,19.64,0.52,0.61,17.0,0.02,0.11
2950.0,"Kern, CA",2018-08-03T14:48:00Z,2018-08-03,14,21.44,0.72,0.27,66.01,0.0,0.08
2883.0,"Inyo, CA",2018-07-08T13:36:00Z,2018-07-08,13,30.23,0.21,0.52,270.48,0.0,0.0
2490.0,"Napa, CA",2018-09-08T14:29:00Z,2018-09-08,14,13.8,0.71,1.64,233.73,0.0,0.14
2290.0,"Glenn, CA",2018-06-09T15:32:00Z,2018-06-09,15,23.39,0.14,1.61,174.84,0.0,0.0
2225.0,"Monterey, CA",2018-08-06T12:59:00Z,2018-08-06,12,12.01,0.88,1.92,337.54,0.0,0.05
2162.0,"Solano, CA",2018-08-10T16:57:00Z,2018-08-10,16,28.14,0.35,2.23,141.18,0.0,0.05
2100.0,"Modoc, CA",2018-07-13T22:03:00Z,2018-07-13,22,32.32,0.2,2.84,259.5,0.0,0.06
2070.0,"Inyo, CA",2018-02-18T14:12:00Z,2018-02-18,14,6.51,0.26,0.94,267.96,0.0,0.0
1900.0,"Shasta, CA",2018-08-09T14:34:00Z,2018-08-09,14,18.29,0.69,1.73,346.87,0.0,0.29
1756.0,"Merced, CA",2018-05-02T16:00:00Z,2018-05-02,16,16.57,0.48,1.79,335.91,0.0,0.14
1751.0,"Trinity, CA",2018-09-04T15:20:00Z,2018-09-04,15,29.36,0.59,2.62,170.07,0.0,0.27
1678.0,"Shasta, CA",2018-06-24T12:29:00Z,2018-06-24,12,20.93,0.37,3.67,352.05,0.0,0.23
1500.0,"Solano, CA",2018-11-08T13:28:00Z,2018-11-08,13,13.6,0.75,0.7,141.68,0.0,0.05
1500.0,"San Luis Obispo, CA",2018-06-20T18:22:00Z,2018-06-20,18,24.49,0.46,2.39,299.04,0.0,0.13
1352.0,"Los Angeles, CA",2018-06-04T12:40:00Z,2018-06-04,12,16.15,0.86,1.16,145.49,0.0,0.07
1350.0,"San Bernardino, CA",2018-07-06T13:29:00Z,2018-07-06,13,22.08,0.16,2.15,40.03,0.0,0.06
1314.0,"San Benito, CA",2018-06-04T17:01:00Z,2018-06-04,17,20.66,0.68,1.87,246.96,1.18,0.28
1265.0,"Inyo, CA",2018-04-19T10:28:00Z,2018-04-19,10,11.01,0.36,1.59,152.05,0.0,0.01
1261.0,"Riverside, CA",2018-05-17T14:19:00Z,2018-05-17,14,14.9,0.49,3.14,57.93,0.0,0.2
1120.0,"Placer, CA",2018-09-03T16:38:00Z,2018-09-03,16,23.74,0.22,0.73,1.49,0.0,0.22
1014.0,"Santa Barbara, CA",2018-08-19T13:37:00Z,2018-08-19,13,19.87,0.71,0.55,293.87,0.0,0.06
993.0,"Kern, CA",2018-07-27T16:12:00Z,2018-07-27,16,25.01,0.57,1.38,237.18,0.0,0.08
972.0,"Mendocino, CA",2018-07-31T15:28:00Z,2018-07-31,15,14.26,0.92,4.46,321.17,0.0,0.12
962.0,"Butte, CA",2018-07-12T22:45:00Z,2018-07-12,22,37.17,0.19,1.36,215.07,0.0,0.16
856.0,"Tehama, CA",2018-07-09T18:30:00Z,2018-07-09,18,30.29,0.19,0.82,135.51,0.0,0.11
825.0,"Amador, CA",2018-07-06T14:42:00Z,2018-07-06,14,20.93,0.35,3.31,70.03,0.0,0.19
822.0,"Yolo, CA",2018-07-18T14:24:00Z,2018-07-18,14,28.86,0.41,4.43,43.47,0.0,0.19
700.0,"Placer, CA",2018-08-01T13:11:00Z,2018-08-01,13,17.9,0.54,0.81,77.41,0.0,0.24
668.0,"Tulare, CA",2018-08-15T17:14:00Z,2018-08-15,17,28.74,0.33,1.29,292.31,0.0,0.11
650.0,"Monterey, CA",2018-08-11T14:12:00Z,2018-08-11,14,13.79,0.82,0.54,7.24,0.0,0.05
646.0,"Lassen, CA",2018-06-14T17:45:00Z,2018-06-14,17,20.89,0.32,0.74,4.49,0.0,0.1
640.0,"Alameda, CA",2018-07-08T17:38:00Z,2018-07-08,17,19.68,0.47,3.56,256.21,0.0,0.08
573.0,"Tuolumne, CA",2018-09-08T13:34:00Z,2018-09-08,13,14.71,0.43,1.61,61.68,0.0,0.12
550.0,"Butte, CA",2018-10-30T14:46:00Z,2018-10-30,14,8.57,0.42,3.27,17.59,0.0,0.16
513.0,"San Benito, CA",2018-06-04T17:30:00Z,2018-06-04,17,20.66,0.68,1.87,246.96,1.18,0.28
504.0,"San Diego, CA",2018-07-06T23:39:00Z,2018-07-06,23,29.87,0.46,4.54,285.15,0.0,0.04
484.0,"Alameda, CA",2018-05-30T13:21:00Z,2018-05-30,13,11.53,0.83,4.33,233.39,0.0,0.08
441.0,"Lassen, CA",2018-06-27T15:09:00Z,2018-06-27,15,19.29,0.27,0.51,243.24,0.0,0.09
400.0,"Monterey, CA",2018-09-13T15:37:00Z,2018-09-13,15,12.91,0.87,0.89,315.5,0.0,0.06
375.0,"Monterey, CA",2018-06-26T07:11:00Z,2018-06-26,7,12.46,0.93,1.44,302.46,0.0,0.05
367.0,"Kern, CA",2018-08-18T15:17:00Z,2018-08-18,15,22.66,0.75,1.31,186.88,0.0,0.08
365.0,"San Diego, CA",2018-07-27T13:28:00Z,2018-07-27,13,20.19,0.88,2.51,291.77,0.0,0.06
360.0,"Madera, CA",2018-09-22T15:44:00Z,2018-09-22,15,18.18,0.35,1.93,324.44,0.0,0.1
347.0,"Butte, CA",2018-06-26T12:56:00Z,2018-06-26,12,18.6,0.58,1.11,43.66,0.0,0.16
338.0,"Inyo, CA",2018-07-31T15:07:00Z,2018-07-31,15,32.51,0.21,0.22,235.42,0.0,0.01
328.0,"Shasta, CA",2018-06-23T12:54:00Z,2018-06-23,12,20.03,0.37,3.53,358.54,0.0,0.23
320.0,"Santa Clara, CA",2018-07-22T13:06:00Z,2018-07-22,13,31.91,0.31,1.16,218.62,0.0,0.13
316.0,"El Dorado, CA",2018-07-04T17:09:00Z,2018-07-04,17,26.37,0.7,3.3,132.28,0.0,0.06
300.0,"Trinity, CA",2018-06-28T18:01:00Z,2018-06-28,18,31.33,0.7,1.77,202.78,0.11,0.39
300.0,"Madera, CA",2018-06-04T17:44:00Z,2018-06-04,17,30.25,0.23,4.22,307.83,0.0,0.13
300.0,"San Diego, CA",2018-05-04T11:44:00Z,2018-05-04,11,13.29,0.89,2.4,331.47,0.0,0.08
293.0,"Kern, CA",2018-05-16T16:30:00Z,2018-05-16,16,16.69,0.5,1.32,148.33,0.0,0.08
290.0,"Calaveras, CA",2018-08-06T16:26:00Z,2018-08-06,16,29.65,0.73,4.48,47.4,0.05,0.15
289.0,"Madera, CA",2018-08-23T15:40:00Z,2018-08-23,15,20.94,0.55,3.1,303.83,0.0,0.12
282.0,"Riverside, CA",2018-07-19T17:22:00Z,2018-07-19,17,22.3,0.52,4.31,273.17,0.0,0.1
278.0,"San Benito, CA",2018-07-11T16:40:00Z,2018-07-11,16,21.09,0.56,0.73,236.77,0.02,0.18
268.0,"Contra Costa, CA",2018-06-29T16:06:00Z,2018-06-29,16,19.33,0.55,2.65,235.02,0.0,0.13
