temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Counties_Idx,Started_Date
12.92,0.87,1.34,79.41,0.0,0.25,3,2017-09-15
17.43,0.42,3.87,73.78,0.0,0.24,39,2019-09-25
12.88,0.91,5.59,321.04,0.0,0.1,37,2017-07-17
8.94,0.45,3.08,330.93,0.0,0.05,22,2016-06-15
16.63,0.71,2.26,13.95,0.0,0.11,11,2018-10-15
4.77,0.78,3.6,291.58,0.0,0.26,41,2019-11-15
21.38,0.92,0.26,33.94,0.1,0.31,28,2018-12-15
16.45,0.31,0.41,327.53,0.0,0.13,34,2018-10-15
16.4,0.85,0.86,161.65,0.0,0.08,11,2017-06-30
16.52,0.89,1.6,201.21,0.0,0.15,12,2015-07-15
25.12,0.14,1.22,181.62,0.0,0.01,31,2013-06-12
15.01,0.7,1.01,62.43,0.0,0.12,27,2016-08-15
19.92,0.39,2.75,312.62,0.0,0.13,36,2019-06-29
11.49,0.77,2.01,270.66,0.0,0.33,44,2015-02-15
19.36,0.66,1.87,257.12,1.74,0.33,32,2016-08-02
3.21,0.37,2.19,19.92,0.0,0.07,35,2013-01-15
29.96,0.41,3.27,129.61,0.0,0.07,47,2018-09-04
14.71,0.8,2.76,233.82,0.0,0.13,26,2013-07-15
3.96,0.9,1.97,91.97,0.0,0.14,37,2013-12-30
17.22,0.47,4.01,144.09,0.0,0.14,40,2016-06-15
-14.52,0.76,2.08,287.35,0.0,0.27,21,2014-11-15
22.01,0.9,1.77,171.59,0.14,0.33,28,2019-08-15
15.55,0.89,4.39,257.4,0.0,0.24,2,2017-05-23
33.95,0.28,3.16,337.62,0.0,0.12,8,2013-07-04
11.91,0.84,3.48,129.58,0.0,0.3,37,2018-01-15
-34.13,0.84,2.81,169.49,0.0,0.32,7,2019-02-15
10.94,0.8,0.89,199.72,0.0,0.08,30,2017-10-17
11.03,0.73,8.75,258.89,0.03,0.2,2,2013-05-04
20.57,0.42,2.28,154.21,0.0,0.07,16,2016-08-18
10.34,0.76,2.56,310.12,0.0,0.09,30,2015-04-15
18.26,0.67,1.85,38.86,0.0,0.02,50,2017-04-15
10.82,0.84,1.1,45.64,0.0,0.22,0,2018-05-15
21.53,0.96,0.45,320.67,0.02,0.34,28,2015-01-15
15.39,0.85,0.57,96.35,0.0,0.07,35,2018-10-07
31.27,0.17,2.31,202.31,0.0,0.07,20,2015-06-25
21.09,0.56,0.73,236.77,0.02,0.18,27,2018-07-11
11.69,0.75,5.57,27.19,0.0,0.04,50,2015-12-15
9.18,0.74,1.43,51.98,0.0,0.22,46,2013-02-15
10.93,0.83,0.73,11.61,0.0,0.33,33,2015-02-15
11.42,0.89,0.35,285.36,0.0,0.33,34,2015-02-15
16.86,0.55,1.78,162.13,0.0,0.11,33,2016-07-10
13.84,0.76,2.19,255.18,0.0,0.27,2,2018-05-04
10.62,0.84,0.87,43.62,0.0,0.08,19,2017-03-15
7.55,0.73,0.39,276.07,0.0,0.37,44,2017-01-15
22.67,0.62,5.43,320.76,0.0,0.05,19,2014-09-25
14.85,0.71,2.07,225.27,0.0,0.12,26,2019-05-15
26.48,0.7,2.11,135.14,0.0,0.04,19,2019-07-30
3.66,0.95,1.96,252.08,0.9,0.45,0,2019-12-15
-2.53,0.72,0.74,132.8,0.0,0.27,6,2013-12-15
23.5,0.93,0.23,213.54,0.07,0.39,28,2015-07-15
15.41,0.69,3.17,329.37,0.0,0.34,29,2019-09-07
8.39,0.89,0.82,85.9,0.12,0.3,39,2015-05-15
17.11,0.86,1.07,177.5,0.0,0.08,17,2017-07-02
14.57,0.64,1.08,63.06,0.0,0.15,40,2016-09-15
19.97,0.49,1.79,248.47,0.0,0.11,15,2014-10-15
20.81,0.64,1.19,153.59,0.0,0.06,11,2015-08-20
19.1,0.7,1.38,300.83,0.0,0.07,16,2016-07-15
9.86,0.75,3.69,126.89,0.22,0.38,46,2019-01-15
15.85,0.81,1.52,163.62,0.0,0.06,18,2018-10-02
12.93,0.66,2.69,205.52,0.0,0.15,7,2017-08-28
3.21,0.79,1.03,312.13,0.0,0.2,34,2013-12-15
17.01,0.81,2.04,164.16,0.0,0.11,23,2014-10-15
20.39,0.46,1.81,351.8,0.0,0.12,5,2016-09-03
11.71,0.7,0.98,147.17,0.0,0.17,6,2016-07-19
8.15,0.94,2.47,177.06,0.29,0.44,6,2014-02-15
1.3,0.6,2.77,40.83,0.0,0.4,40,2015-12-15
21.44,0.56,0.73,3.1,0.0,0.08,47,2017-05-15
11.35,0.55,1.55,56.93,0.0,0.19,14,2017-05-15
28.2,0.42,1.66,245.59,0.0,0.21,29,2018-07-09
15.25,0.88,0.85,66.94,0.69,0.26,27,2014-05-15
13.56,0.56,1.35,341.09,0.0,0.14,17,2016-04-15
23.18,0.34,2.13,351.01,0.0,0.15,6,2018-07-01
17.76,0.64,0.18,132.89,0.0,0.05,17,2014-09-05
21.84,0.8,2.47,96.18,0.0,0.08,42,2018-02-15
11.5,0.96,2.69,11.09,0.0,0.18,7,2018-08-16
14.01,0.87,0.64,58.32,0.04,0.23,27,2015-11-15
16.4,0.82,1.06,188.09,0.0,0.07,1,2013-05-28
25.95,0.12,3.46,25.78,0.0,0.06,11,2017-10-15
17.22,0.73,3.53,317.26,0.0,0.16,34,2016-05-15
21.6,0.73,0.53,123.31,0.0,0.16,20,2018-07-13
15.83,0.54,4.27,169.58,0.0,0.12,46,2016-06-15
22.13,0.51,1.12,138.69,0.0,0.09,44,2018-07-27
33.59,0.11,1.62,199.48,0.0,0.16,39,2017-08-28
16.53,0.85,1.68,206.86,0.01,0.13,37,2014-09-21
15.98,0.76,2.76,337.84,0.03,0.26,2,2019-09-10
26.92,0.56,1.03,128.87,0.0,0.07,47,2017-06-15
10.3,0.86,2.22,93.01,0.0,0.35,33,2017-02-15
4.63,0.8,1.47,348.29,0.0,0.41,9,2015-01-15
20.37,0.46,1.39,91.49,0.0,0.15,40,2019-06-25
5.05,0.79,2.37,213.71,0.0,0.35,38,2014-02-15
26.12,0.34,2.26,310.63,0.0,0.13,36,2019-07-15
19.29,0.47,2.12,209.14,0.0,0.1,5,2014-10-15
16.37,0.2,2.45,22.68,0.0,0.02,1,2014-01-16
20.42,0.71,0.82,276.47,0.22,0.44,4,2019-10-11
19.4,0.5,1.43,11.83,0.0,0.18,6,2019-08-15
13.52,0.88,2.2,39.57,0.0,0.09,18,2016-02-15
15.2,0.51,0.18,51.03,0.0,0.12,20,2017-03-15
21.97,0.98,0.98,211.37,1.4,0.4,28,2017-05-15
-1.16,0.99,6.78,285.18,0.01,0.39,7,2016-10-15
4.44,0.77,1.98,47.23,0.0,0.42,0,2016-03-15
16.96,0.6,2.01,354.75,0.0,0.27,9,2018-09-04
7.62,0.84,1.9,77.83,0.0,0.36,3,2014-04-15
15.85,0.75,3.35,219.24,0.0,0.14,13,2017-09-15
5.43,0.81,3.32,100.08,0.21,0.41,0,2019-01-15
24.93,0.29,0.79,307.99,0.0,0.01,25,2015-10-15
19.33,0.55,2.65,235.02,0.0,0.13,13,2018-06-29
13.94,0.88,0.76,106.02,0.0,0.14,23,2016-05-18
10.04,0.91,1.81,164.9,0.0,0.28,33,2015-11-15
22.69,0.48,2.36,184.26,0.0,0.11,46,2016-08-15
13.07,0.54,1.37,273.71,0.0,0.14,15,2013-11-15
25.35,0.63,10.51,8.77,0.0,0.02,50,2017-08-15
14.23,0.66,2.15,70.49,0.0,0.23,23,2018-01-15
18.87,0.74,0.95,194.92,0.0,0.03,1,2014-10-15
8.3,0.89,2.69,322.23,0.0,0.1,19,2019-01-15
10.71,0.85,1.98,60.73,0.6,0.4,26,2014-12-15
11.51,0.74,2.81,120.93,0.0,0.19,16,2014-12-15
14.57,0.64,2.89,61.22,0.0,0.14,0,2014-09-04
-0.05,0.59,0.62,254.07,0.0,0.06,31,2014-01-15
6.32,0.86,1.24,181.45,0.0,0.27,44,2015-01-15
12.35,0.54,3.4,96.69,0.0,0.05,18,2014-01-15
26.03,0.45,2.14,251.6,0.0,0.01,31,2014-07-15
14.88,0.61,0.66,69.18,0.0,0.22,0,2019-05-15
9.43,0.71,2.37,307.57,0.0,0.39,12,2016-03-15
16.62,0.56,10.63,280.41,0.0,0.25,7,2018-07-15
13.85,0.42,0.74,73.56,0.0,0.03,1,2014-02-15
7.73,0.75,2.94,322.04,0.0,0.23,12,2018-02-15
17.14,0.8,4.98,336.34,0.0,0.09,37,2015-08-15
26.78,0.15,2.84,359.52,0.0,0.12,12,2017-10-08
16.43,0.62,3.59,267.61,0.0,0.25,2,2019-06-21
13.1,0.69,2.62,89.8,0.0,0.32,14,2016-11-15
16.32,0.79,2.0,224.67,0.0,0.13,26,2016-07-15
19.69,0.7,0.26,181.67,0.0,0.1,20,2015-08-01
8.12,0.81,1.44,53.5,0.0,0.18,24,2013-02-15
18.01,0.56,2.55,195.85,0.0,0.12,33,2019-05-15
12.36,0.89,0.28,306.33,0.0,0.09,43,2016-12-15
21.92,0.83,3.64,347.81,0.04,0.05,42,2016-11-15
33.67,0.2,3.63,273.34,0.0,0.12,41,2014-08-28
15.87,0.96,0.09,328.6,2.09,0.45,4,2019-10-30
18.47,0.79,1.77,237.96,0.0,0.27,12,2015-03-15
14.97,0.81,1.03,132.6,0.0,0.14,23,2018-06-13
7.12,0.49,4.23,70.99,0.0,0.25,3,2013-10-15
33.04,0.25,3.75,277.62,0.0,0.13,41,2019-07-24
11.05,0.81,3.05,27.28,1.53,0.14,47,2013-01-15
12.85,0.57,1.09,340.95,0.0,0.28,8,2014-03-15
31.42,0.27,4.94,236.1,0.0,0.14,41,2016-07-30
8.81,0.83,1.19,58.2,0.0,0.29,0,2014-04-15
5.17,0.52,2.94,43.66,0.0,0.31,0,2015-04-15
2.9,0.7,5.35,309.08,0.0,0.32,7,2015-10-15
24.5,0.16,1.57,190.62,0.0,0.0,25,2016-10-15
21.92,0.94,0.77,336.77,0.37,0.36,28,2016-04-15
19.6,0.52,1.12,190.42,0.0,0.07,35,2013-06-18
11.4,0.94,1.65,282.11,0.0,0.22,12,2014-11-15
7.93,0.76,1.89,53.13,0.0,0.24,41,2019-03-15
-15.55,0.85,2.65,17.25,0.03,0.27,21,2014-02-15
22.26,0.91,1.18,169.2,0.0,0.36,28,2018-09-15
-2.67,0.92,2.83,65.81,0.0,0.38,48,2013-02-15
25.34,0.54,2.55,217.14,0.0,0.09,11,2017-06-04
3.67,0.82,2.45,54.98,0.0,0.11,30,2013-12-15
25.43,0.19,1.14,133.07,0.0,0.08,20,2017-06-27
12.74,0.94,3.01,222.42,0.0,0.16,13,2014-04-15
20.14,0.75,3.22,283.54,0.0,0.05,10,2015-06-26
15.9,0.89,0.15,183.33,0.33,0.42,4,2013-06-15
17.79,0.67,3.7,42.31,0.01,0.18,2,2018-06-12
32.46,0.25,1.58,191.67,0.0,0.24,9,2019-07-12
20.15,0.58,1.7,171.93,0.0,0.11,46,2014-08-15
13.13,0.56,2.05,292.48,0.0,0.13,34,2017-05-15
21.09,0.05,1.92,147.51,0.0,0.01,25,2014-10-15
9.94,0.9,4.75,145.74,0.0,0.36,45,2014-12-15
25.36,0.61,2.64,20.03,0.0,0.02,50,2015-06-15
13.87,0.94,3.53,312.21,0.0,0.05,18,2018-07-15
10.99,0.82,7.84,15.02,0.15,0.11,50,2019-03-15
25.1,0.48,2.85,280.63,0.0,0.07,47,2016-07-15
28.74,0.3,1.79,203.65,0.0,0.06,20,2013-08-17
20.29,0.37,3.03,312.85,0.0,0.12,36,2013-06-04
25.14,0.17,3.18,11.89,0.0,0.12,12,2017-10-09
17.42,0.93,1.08,155.19,0.0,0.08,43,2015-07-13
6.89,0.09,2.9,37.55,0.0,0.04,20,2019-10-31
14.73,0.75,1.89,159.16,0.0,0.17,46,2014-04-15
24.1,0.77,1.71,350.36,0.0,0.04,10,2018-08-09
11.14,0.32,3.24,7.64,0.0,0.05,11,2013-12-15
10.83,0.7,4.81,245.16,0.0,0.13,13,2013-04-15
20.54,0.44,0.29,187.62,0.0,0.08,20,2017-07-22
17.76,0.62,1.57,226.56,0.0,0.13,26,2019-07-22
4.66,0.83,2.0,72.93,0.0,0.11,24,2017-12-15
12.8,0.77,4.1,343.99,0.0,0.15,16,2016-03-15
19.35,0.86,1.89,135.88,0.13,0.07,16,2014-07-15
13.0,0.76,1.01,70.95,0.01,0.18,27,2019-06-15
24.78,0.36,2.21,244.45,0.0,0.22,48,2017-08-24
4.58,0.66,0.84,86.86,0.0,0.13,24,2014-01-15
32.28,0.2,0.56,198.46,0.0,0.16,40,2017-07-08
27.87,0.23,1.67,194.77,0.33,0.09,38,2019-08-28
16.65,0.43,1.83,170.99,0.0,0.28,44,2019-04-15
15.0,0.95,3.25,304.54,0.0,0.04,49,2013-08-15
18.16,0.91,1.19,309.75,0.0,0.06,10,2017-08-26
-23.44,0.74,3.34,327.32,0.0,0.33,21,2019-02-15
15.37,0.5,2.67,53.98,0.0,0.23,0,2014-05-15
23.95,0.37,1.87,308.76,0.0,0.14,34,2016-07-15
16.45,0.82,1.64,177.96,0.0,0.15,46,2016-05-15
22.39,0.96,0.99,353.77,0.06,0.41,28,2014-11-15
19.29,0.67,2.33,297.71,0.0,0.13,36,2014-07-24
13.28,0.24,1.91,298.29,0.0,0.15,15,2015-04-15
19.9,0.36,0.64,164.88,0.0,0.17,6,2013-07-31
10.47,0.57,1.85,85.5,0.0,0.22,24,2015-11-15
19.54,0.77,5.46,20.87,0.0,0.03,50,2018-10-15
24.09,0.52,1.06,224.99,0.0,0.1,15,2015-09-15
13.46,0.72,2.71,238.74,0.0,0.33,29,2019-06-15
13.4,0.97,0.58,288.36,0.0,0.18,34,2016-11-15
29.02,0.55,4.4,139.11,0.0,0.08,47,2016-08-04
19.94,0.54,2.14,307.77,0.0,0.13,34,2013-08-15
11.74,0.64,1.35,267.45,0.0,0.06,22,2017-06-28
23.44,0.46,0.63,158.6,0.0,0.15,20,2013-07-25
5.04,0.63,1.32,68.17,0.0,0.26,48,2014-11-15
11.82,0.47,1.76,69.34,0.0,0.27,3,2016-06-21
15.27,0.67,0.29,242.63,0.0,0.12,23,2014-06-15
9.93,0.58,2.48,25.56,0.0,0.07,35,2015-01-15
20.66,0.68,1.87,246.96,1.18,0.28,27,2018-06-04
2.63,0.75,1.94,68.77,0.0,0.37,3,2018-02-15
14.37,0.83,7.24,225.33,0.32,0.28,2,2019-10-10
33.17,0.21,1.02,189.43,0.0,0.24,9,2014-07-31
3.94,0.66,2.88,347.77,0.0,0.35,46,2015-12-15
14.26,0.94,0.66,71.01,0.0,0.37,27,2017-04-15
6.74,0.7,1.53,40.69,0.0,0.39,41,2013-03-15
8.3,0.25,1.0,310.28,0.0,0.06,25,2019-03-15
20.88,0.43,1.32,308.59,0.0,0.21,15,2019-05-15
22.62,0.9,1.01,192.01,3.12,0.42,28,2017-04-15
10.08,0.76,4.23,127.14,0.0,0.41,36,2019-02-15
22.24,0.36,0.83,255.82,0.0,0.13,15,2013-05-15
19.97,0.45,1.47,238.49,0.0,0.14,34,2015-07-28
20.68,0.64,1.26,330.97,0.0,0.07,16,2017-07-08
16.22,0.97,0.94,254.89,0.0,0.09,37,2015-10-15
23.03,0.77,2.95,227.61,0.0,0.25,29,2017-09-05
14.77,0.6,4.97,311.7,0.0,0.13,24,2017-05-17
-8.46,0.79,6.7,322.82,0.06,0.31,29,2015-02-15
10.35,0.78,3.12,311.63,0.0,0.09,18,2019-04-15
18.61,0.7,1.61,337.75,0.0,0.04,10,2019-09-24
4.3,0.73,1.13,261.41,0.0,0.34,38,2013-03-15
15.2,0.56,3.49,309.93,0.0,0.3,5,2017-04-20
15.69,0.96,0.13,181.56,2.59,0.43,4,2017-09-15
5.19,0.89,0.98,298.55,0.0,0.38,34,2017-01-15
16.08,0.77,1.6,273.69,0.0,0.26,47,2019-11-15
13.05,0.56,2.92,82.83,0.0,0.35,39,2017-03-15
14.81,0.55,2.28,326.71,0.0,0.07,16,2016-11-15
14.76,0.42,1.27,336.42,0.0,0.12,15,2017-10-15
-2.63,0.57,5.3,305.24,0.0,0.38,45,2014-01-15
11.59,0.9,0.77,170.02,0.02,0.08,20,2014-11-15
20.53,0.8,0.4,271.2,0.0,0.09,43,2017-07-15
11.35,0.77,0.89,62.9,0.0,0.07,11,2018-02-15
12.76,0.54,1.75,323.97,0.0,0.1,38,2015-10-15
12.8,0.36,1.43,37.08,0.0,0.07,20,2015-04-15
19.62,0.5,2.06,88.74,0.0,0.16,40,2015-10-15
13.6,0.81,0.9,73.63,0.0,0.17,27,2013-08-15
20.55,0.45,2.22,208.47,0.0,0.06,11,2014-06-13
13.61,0.97,0.62,63.88,0.14,0.3,27,2018-03-15
9.49,0.79,6.15,213.03,0.0,0.08,38,2014-10-15
14.34,0.86,0.41,235.89,0.0,0.07,17,2018-06-18
15.79,0.78,0.85,104.56,0.0,0.1,43,2017-03-15
8.02,0.74,2.18,342.43,0.0,0.34,46,2017-04-15
21.73,0.76,0.7,166.89,0.0,0.05,1,2018-08-15
11.7,0.92,1.56,77.04,0.0,0.3,43,2017-02-15
25.69,0.4,1.19,254.17,0.0,0.12,15,2018-07-27
6.85,0.64,0.3,352.15,0.0,0.25,8,2017-12-15
20.5,0.55,4.76,320.27,0.0,0.14,15,2016-05-15
12.39,0.92,1.39,216.49,0.0,0.15,26,2015-06-16
6.78,0.56,1.29,271.22,0.0,0.27,21,2018-04-26
12.42,0.86,6.18,308.81,0.09,0.35,32,2017-10-15
9.43,0.78,1.86,292.5,0.01,0.35,36,2019-12-15
15.26,0.94,2.26,200.67,0.0,0.31,29,2018-05-15
10.48,0.55,3.82,64.43,0.0,0.33,0,2016-02-15
21.64,0.54,1.22,353.81,0.01,0.11,24,2016-10-15
-4.45,0.79,0.29,128.45,0.0,0.31,38,2017-12-15
24.82,0.26,0.59,166.5,0.0,0.16,14,2018-06-14
12.3,0.87,1.21,108.56,0.05,0.3,33,2018-12-15
9.18,0.91,1.98,91.13,0.0,0.31,41,2015-11-15
18.49,0.67,3.66,271.32,0.0,0.17,2,2017-07-04
9.85,0.77,3.54,129.69,0.18,0.39,33,2019-01-15
26.3,0.37,1.11,312.11,0.0,0.12,33,2016-06-03
23.63,0.56,11.14,21.09,0.0,0.02,50,2019-09-15
19.01,0.85,0.65,201.85,0.0,0.09,43,2019-08-15
23.75,0.91,0.51,357.76,0.06,0.39,28,2015-10-15
12.61,0.88,1.66,322.27,0.0,0.3,12,2014-03-15
26.16,0.88,3.17,233.47,0.0,0.16,42,2014-08-15
12.51,0.36,0.94,88.31,0.0,0.16,48,2014-10-15
17.44,0.37,1.48,74.07,0.0,0.17,48,2013-07-15
17.74,0.98,0.35,282.86,1.15,0.45,4,2016-12-15
13.03,0.89,0.67,325.39,0.0,0.06,18,2019-11-15
13.56,0.81,0.75,62.64,0.0,0.18,27,2013-11-15
13.92,0.74,7.3,155.09,0.03,0.09,50,2013-01-15
0.72,0.83,2.16,346.97,0.0,0.48,9,2015-12-15
-3.13,0.76,1.54,125.92,0.0,0.34,29,2016-01-15
21.22,0.92,2.22,58.17,0.02,0.36,45,2016-09-15
12.75,0.89,1.21,130.25,0.03,0.3,30,2018-12-15
10.6,0.8,5.2,337.55,0.0,0.04,49,2015-04-15
8.4,0.76,1.35,0.75,0.0,0.33,24,2019-03-15
9.69,0.57,2.07,329.47,0.0,0.16,36,2018-02-15
6.34,0.89,1.22,296.4,0.0,0.37,5,2017-01-15
18.86,0.36,2.21,29.3,0.0,0.16,14,2018-07-10
24.53,0.26,5.09,337.62,0.0,0.11,8,2018-06-23
29.6,0.36,1.09,200.02,0.0,0.12,15,2014-07-15
29.63,0.3,0.65,335.58,0.0,0.16,15,2019-06-10
10.15,0.86,1.88,59.4,0.0,0.33,14,2014-11-15
1.66,0.71,1.62,17.3,0.0,0.29,15,2013-01-15
13.03,0.82,2.04,165.39,0.15,0.06,35,2017-05-15
19.99,0.83,1.65,90.82,0.15,0.29,47,2018-10-15
18.93,0.56,2.13,271.4,0.0,0.2,2,2019-09-14
14.17,0.93,0.45,68.29,0.16,0.27,27,2013-12-15
17.67,0.14,1.07,331.52,0.0,0.0,25,2014-03-15
3.08,0.96,0.64,217.37,0.04,0.31,48,2015-05-15
15.58,0.43,0.79,358.61,0.0,0.07,11,2015-02-15
10.94,0.79,6.16,180.44,1.12,0.43,33,2019-02-15
14.4,0.51,0.43,44.14,0.0,0.06,16,2015-11-15
8.05,0.76,2.88,184.3,0.0,0.33,29,2019-11-05
10.35,0.89,1.0,7.12,0.0,0.36,15,2017-02-15
19.82,0.65,3.86,252.73,0.0,0.05,10,2018-05-10
29.92,0.37,0.5,249.97,0.0,0.11,8,2018-07-15
18.49,0.87,2.72,332.76,0.0,0.18,10,2018-10-15
6.79,0.8,3.39,149.26,1.19,0.45,0,2016-01-15
26.88,0.48,2.09,102.57,0.0,0.04,19,2017-08-15
13.87,0.91,0.72,311.56,0.01,0.11,37,2013-07-23
13.91,0.31,0.97,47.35,0.0,0.04,17,2014-02-15
6.25,0.62,2.1,159.44,0.0,0.43,3,2015-11-15
9.94,0.59,2.37,302.13,0.0,0.27,24,2017-04-15
15.06,0.92,3.11,307.4,0.04,0.06,18,2015-07-15
12.93,0.46,2.57,57.33,0.0,0.17,14,2017-09-28
19.73,0.38,1.93,116.13,0.0,0.17,14,2019-09-07
13.01,0.77,1.58,141.71,0.0,0.04,44,2019-11-15
7.8,0.73,3.31,257.08,0.0,0.32,13,2018-03-15
13.63,0.88,11.37,244.84,0.03,0.29,2,2015-11-15
19.55,1.05,1.11,27.27,0.04,0.24,28,2013-02-15
28.26,0.51,0.86,21.08,0.0,0.07,47,2018-08-15
12.12,0.76,1.09,260.53,0.0,0.24,47,2016-03-15
14.56,0.89,0.19,138.37,0.42,0.43,4,2016-11-15
9.64,0.82,4.25,108.22,0.16,0.24,16,2019-01-15
9.52,0.44,0.98,18.29,0.0,0.33,8,2019-03-15
21.16,0.55,0.52,201.72,0.0,0.07,20,2017-07-31
11.26,0.74,7.21,1.19,0.02,0.11,50,2015-03-15
21.88,0.18,4.05,0.89,0.0,0.12,12,2017-10-09
17.83,0.7,4.77,151.55,0.0,0.34,45,2014-06-15
17.19,0.57,1.52,52.8,0.0,0.15,0,2014-08-15
12.28,0.59,1.95,69.78,0.0,0.33,3,2014-05-15
23.25,0.82,1.53,306.08,0.0,0.04,10,2014-09-15
14.25,0.86,0.53,132.18,1.57,0.41,4,2018-08-15
35.71,0.18,1.83,294.72,0.0,0.14,41,2017-07-11
28.42,0.19,2.86,216.9,0.24,0.17,6,2013-07-31
13.97,1.0,2.32,240.21,0.0,0.23,13,2016-11-15
11.13,0.97,2.22,328.8,0.0,0.05,49,2014-02-15
16.59,0.83,0.25,82.84,0.0,0.05,11,2016-10-15
-2.03,0.63,3.05,335.51,0.0,0.08,22,2015-04-15
21.19,0.64,2.73,139.43,0.0,0.04,44,2017-08-15
18.93,0.78,5.94,248.01,0.15,0.18,2,2015-07-12
17.41,0.72,5.62,242.1,0.03,0.28,2,2017-07-31
13.62,0.52,1.87,328.84,0.0,0.13,8,2017-05-15
10.06,0.21,1.18,195.32,0.0,0.03,31,2018-04-15
12.67,0.44,1.75,330.72,0.0,0.11,5,2013-10-15
27.47,0.18,2.15,272.31,0.0,0.09,44,2017-07-17
9.8,0.82,1.94,267.84,0.0,0.15,47,2018-01-15
2.85,0.58,4.69,313.98,0.0,0.29,29,2013-11-23
17.74,0.67,3.35,335.77,0.0,0.14,2,2019-07-13
8.72,0.82,1.16,41.65,0.0,0.19,5,2013-02-15
7.29,0.9,1.68,53.67,0.0,0.29,26,2015-01-15
11.01,0.78,4.39,340.73,0.0,0.07,49,2016-03-15
27.51,0.39,1.63,146.42,0.0,0.1,46,2019-08-15
18.7,0.85,1.23,145.98,0.01,0.19,34,2016-10-15
17.04,0.47,1.13,127.03,0.0,0.09,38,2017-07-06
24.64,0.52,1.78,245.1,0.0,0.2,29,2016-08-30
1.96,0.64,0.82,172.45,0.0,0.31,44,2013-01-15
21.99,0.51,1.53,173.77,0.0,0.09,46,2014-09-15
-3.59,0.75,4.61,40.49,0.0,0.28,7,2013-04-15
7.3,0.89,1.62,76.25,0.0,0.16,37,2014-01-15
12.46,0.93,1.44,302.46,0.0,0.05,18,2018-06-26
19.03,0.49,2.65,317.89,0.0,0.12,34,2019-05-15
16.86,0.39,1.27,311.73,0.0,0.15,15,2014-04-15
-5.14,0.73,4.02,62.81,0.0,0.45,3,2015-12-15
17.45,0.77,2.69,340.54,0.0,0.05,18,2019-09-01
5.6,0.91,3.03,172.15,0.4,0.37,41,2013-12-31
14.25,0.69,1.13,73.87,0.0,0.19,48,2015-09-15
12.31,0.62,3.91,237.93,0.0,0.27,13,2019-04-15
25.31,0.44,2.6,207.84,0.0,0.16,40,2015-08-03
19.0,0.46,1.53,346.4,0.0,0.26,9,2013-08-14
13.39,0.92,1.88,127.31,0.0,0.06,49,2018-12-15
11.99,0.71,1.68,48.46,0.0,0.21,14,2013-03-15
0.33,0.48,3.36,57.4,0.0,0.36,14,2013-01-15
20.13,0.26,0.62,299.3,0.0,0.11,8,2013-07-19
12.43,0.75,0.22,0.44,0.0,0.26,15,2018-01-15
13.12,0.73,2.37,88.86,0.0,0.26,40,2014-04-15
17.63,0.66,1.38,333.09,0.0,0.17,24,2018-04-15
7.71,0.57,0.65,228.78,0.0,0.07,31,2015-03-15
21.14,0.83,1.5,197.05,0.0,0.08,43,2018-07-15
22.56,0.42,2.62,246.29,0.0,0.13,27,2019-09-04
1.97,0.91,4.19,230.71,0.0,0.36,32,2015-01-15
1.31,0.81,0.45,198.32,0.0,0.1,31,2018-01-15
14.38,0.86,0.85,69.75,0.0,0.25,27,2015-01-15
9.4,0.64,2.51,350.3,0.0,0.44,9,2014-03-15
13.14,0.7,7.09,296.32,0.0,0.11,42,2015-02-15
3.5,0.89,6.0,170.47,0.0,0.34,32,2019-03-15
19.53,0.56,1.55,174.58,0.0,0.06,17,2014-06-10
12.62,0.91,3.13,333.88,0.0,0.04,49,2014-03-15
15.96,0.52,2.87,289.84,0.0,0.12,23,2013-05-25
11.41,0.68,1.52,230.06,0.0,0.08,13,2013-10-15
5.83,0.38,0.84,293.58,0.0,0.04,25,2013-12-15
1.25,0.76,2.19,337.6,0.0,0.31,41,2017-01-15
14.13,0.56,1.43,11.06,0.0,0.05,11,2017-11-15
27.22,0.57,4.49,116.02,0.01,0.04,19,2014-07-25
16.2,0.69,1.05,260.75,0.0,0.17,12,2017-08-27
30.45,0.37,1.49,314.83,0.0,0.13,15,2017-06-24
13.62,0.8,0.57,30.6,0.42,0.19,27,2019-07-15
14.52,0.92,4.19,290.15,0.0,0.04,49,2018-07-15
-10.98,0.48,2.47,37.34,0.0,0.37,29,2018-01-15
18.78,0.69,2.57,242.47,0.0,0.09,30,2019-07-12
16.02,0.94,2.85,328.73,0.0,0.1,37,2016-07-15
26.56,0.25,1.04,69.4,0.01,0.19,48,2017-07-09
7.64,0.83,2.0,112.51,0.0,0.36,24,2014-12-15
23.73,0.69,2.31,306.76,0.0,0.04,10,2014-08-16
13.9,0.37,0.79,61.77,0.0,0.03,35,2014-02-15
6.75,1.07,1.71,101.13,0.0,0.22,37,2013-02-15
12.23,0.83,1.42,127.34,0.0,0.26,5,2016-02-15
17.99,0.85,1.35,305.02,0.0,0.05,10,2013-08-15
21.04,0.25,0.82,166.42,0.0,0.01,25,2019-04-15
8.33,0.83,3.83,170.5,0.52,0.47,3,2016-12-15
27.54,0.73,2.09,294.58,0.0,0.16,42,2014-06-20
9.65,0.76,1.24,54.34,0.0,0.37,40,2015-02-15
12.86,0.58,5.26,182.22,0.0,0.07,50,2016-01-15
